---config@码表分类=主码-3
---config@允许编辑=否
---config@码表别名=系统英文
a	a#序10000
senecio	senecio#序10000
senegal	senegal#序10000
senesce	senesce#序10000
senhora	senhora#序10000
senopia	senopia#序10000
sensate	sensate#序10000
sensory	sensory#序10000
sensual	sensual#序10000
sentimo	sentimo#序10000
seppuku	seppuku#序10000
septate	septate#序10000
septime	septime#序10000
septuor	septuor#序10000
sequela	sequela#序10000
sequent	sequent#序10000
sequoia	sequoia#序10000
serapis	serapis#序10000
serbian	serbian#序10000
serfage	serfage#序10000
serfdom	serfdom#序10000
seriary	seriary#序10000
seriate	seriate#序10000
sericin	sericin#序10000
serific	serific#序10000
serioso	serioso#序10000
serious	serious#序10000
serpens	serpens#序10000
serpent	serpent#序10000
serpigo	serpigo#序10000
serpula	serpula#序10000
serrate	serrate#序10000
serried	serried#序10000
servant	servant#序10000
service	service#序10000
servile	servile#序10000
serving	serving#序10000
servite	servite#序10000
sesamin	sesamin#序10000
sesotho	sesotho#序10000
sessile	sessile#序10000
session	session#序10000
sestina	sestina#序10000
setback	setback#序10000
setdown	setdown#序10000
setline	setline#序10000
setover	setover#序10000
setting	setting#序10000
settled	settled#序10000
settler	settler#序10000
settlor	settlor#序10000
setwall	setwall#序10000
seventh	seventh#序10000
seventy	seventy#序10000
several	several#序10000
seviche	seviche#序10000
sevruga	sevruga#序10000
sexboat	sexboat#序10000
sexfoil	sexfoil#序10000
sexless	sexless#序10000
sextain	sextain#序10000
sextans	sextans#序10000
sextant	sextant#序10000
sextile	sextile#序10000
seymour	seymour#序10000
sferics	sferics#序10000
sfumato	sfumato#序10000
shaanxi	shaanxi#序10000
shabbat	shabbat#序10000
shackle	shackle#序10000
shaddup	shaddup#序10000
shading	shading#序10000
shadoof	shadoof#序10000
shadowy	shadowy#序10000
shakhty	shakhty#序10000
shakily	shakily#序10000
shaking	shaking#序10000
shallop	shallop#序10000
shallot	shallot#序10000
shallow	shallow#序10000
shalwar	shalwar#序10000
shamash	shamash#序10000
shamble	shamble#序10000
shammas	shammas#序10000
shammer	shammer#序10000
shammes	shammes#序10000
shammos	shammos#序10000
shamois	shamois#序10000
shampoo	shampoo#序10000
shantey	shantey#序10000
shantou	shantou#序10000
shapely	shapely#序10000
sharpen	sharpen#序10000
sharper	sharper#序10000
sharpie	sharpie#序10000
sharply	sharply#序10000
sharrie	sharrie#序10000
shastra	shastra#序10000
shatter	shatter#序10000
shaving	shaving#序10000
shavuot	shavuot#序10000
shawwal	shawwal#序10000
sheafer	sheafer#序10000
sheathe	sheathe#序10000
sheathy	sheathy#序10000
sheaves	sheaves#序10000
shebang	shebang#序10000
shebeen	shebeen#序10000
shedder	shedder#序10000
sheeney	sheeney#序10000
sheerly	sheerly#序10000
sheldon	sheldon#序10000
shellac	shellac#序10000
sheller	sheller#序10000
shelter	shelter#序10000
shelton	shelton#序10000
shelves	shelves#序10000
shemite	shemite#序10000
sherbet	sherbet#序10000
shereef	shereef#序10000
sheriff	sheriff#序10000
sherris	sherris#序10000
shicker	shicker#序10000
shikari	shikari#序10000
shikker	shikker#序10000
shikoku	shikoku#序10000
shimizu	shimizu#序10000
shimmer	shimmer#序10000
shimmey	shimmey#序10000
shindig	shindig#序10000
shingle	shingle#序10000
shingly	shingly#序10000
shingon	shingon#序10000
shining	shining#序10000
shinkin	shinkin#序10000
shipboy	shipboy#序10000
shiplap	shiplap#序10000
shipman	shipman#序10000
shippen	shippen#序10000
shipper	shipper#序10000
shippon	shippon#序10000
shipway	shipway#序10000
shirker	shirker#序10000
shittah	shittah#序10000
shivery	shivery#序10000
shlocky	shlocky#序10000
shmaltz	shmaltz#序10000
shmatte	shmatte#序10000
shocked	shocked#序10000
shocker	shocker#序10000
shodden	shodden#序10000
shoofly	shoofly#序10000
shoogle	shoogle#序10000
shooter	shooter#序10000
shopboy	shopboy#序10000
shophar	shophar#序10000
shopman	shopman#序10000
shopper	shopper#序10000
shoring	shoring#序10000
shorten	shorten#序10000
shortia	shortia#序10000
shortly	shortly#序10000
shotgun	shotgun#序10000
shotten	shotten#序10000
shoulda	shoulda#序10000
showery	showery#序10000
showily	showily#序10000
showing	showing#序10000
showman	showman#序10000
shrilly	shrilly#序10000
shrivel	shrivel#序10000
shriven	shriven#序10000
shrubby	shrubby#序10000
shudder	shudder#序10000
shuffle	shuffle#序10000
shunter	shunter#序10000
shutoff	shutoff#序10000
shutout	shutout#序10000
shutter	shutter#序10000
shuttle	shuttle#序10000
shylock	shylock#序10000
shyness	shyness#序10000
shyster	shyster#序10000
sialkot	sialkot#序10000
sialoid	sialoid#序10000
siamang	siamang#序10000
siamese	siamese#序10000
sibiric	sibiric#序10000
sibling	sibling#序10000
sibylic	sibylic#序10000
sichuan	sichuan#序10000
sicilia	sicilia#序10000
sickbed	sickbed#序10000
sickish	sickish#序10000
siddown	siddown#序10000
sidearm	sidearm#序10000
sidebar	sidebar#序10000
sidecar	sidecar#序10000
sideman	sideman#序10000
sideway	sideway#序10000
sienese	sienese#序10000
sierran	sierran#序10000
sievert	sievert#序10000
sightly	sightly#序10000
sigmate	sigmate#序10000
sigmoid	sigmoid#序10000
signans	signans#序10000
signary	signary#序10000
signify	signify#序10000
signior	signior#序10000
signman	signman#序10000
signore	signore#序10000
signori	signori#序10000
signory	signory#序10000
silence	silence#序10000
silenus	silenus#序10000
silesia	silesia#序10000
silicic	silicic#序10000
silicle	silicle#序10000
silicon	silicon#序10000
siliqua	siliqua#序10000
silique	silique#序10000
silkman	silkman#序10000
sillily	sillily#序10000
silphid	silphid#序10000
silures	silures#序10000
silurid	silurid#序10000
silvana	silvana#序10000
silvern	silvern#序10000
silvery	silvery#序10000
silvics	silvics#序10000
similar	similar#序10000
simious	simious#序10000
simitar	simitar#序10000
simplex	simplex#序10000
simular	simular#序10000
sinaean	sinaean#序10000
sinapin	sinapin#序10000
sincere	sincere#序10000
singing	singing#序10000
singlet	singlet#序10000
sinhala	sinhala#序10000
sinitic	sinitic#序10000
sinkage	sinkage#序10000
sinkful	sinkful#序10000
sinking	sinking#序10000
sinless	sinless#序10000
sinoite	sinoite#序10000
sinopis	sinopis#序10000
sinople	sinople#序10000
sinsyne	sinsyne#序10000
sinuate	sinuate#序10000
sinuiju	sinuiju#序10000
sinuous	sinuous#序10000
siratro	siratro#序10000
sirgang	sirgang#序10000
sirloin	sirloin#序10000
sirocco	sirocco#序10000
sirtaki	sirtaki#序10000
sistern	sistern#序10000
sistine	sistine#序10000
sistrum	sistrum#序10000
sitfast	sitfast#序10000
sitsang	sitsang#序10000
sittang	sittang#序10000
sitting	sitting#序10000
situate	situate#序10000
sivaite	sivaite#序10000
sixfold	sixfold#序10000
sixteen	sixteen#序10000
sixthly	sixthly#序10000
sixtine	sixtine#序10000
sizable	sizable#序10000
sizzard	sizzard#序10000
sizzler	sizzler#序10000
sjambok	sjambok#序10000
skating	skating#序10000
skatole	skatole#序10000
skeeler	skeeler#序10000
skeeter	skeeter#序10000
skegger	skegger#序10000
skellum	skellum#序10000
skelter	skelter#序10000
skepsis	skepsis#序10000
skeptic	skeptic#序10000
sketchy	sketchy#序10000
skidder	skidder#序10000
skiddoo	skiddoo#序10000
skiffle	skiffle#序10000
skilful	skilful#序10000
skilled	skilled#序10000
skillet	skillet#序10000
skimmer	skimmer#序10000
skinful	skinful#序10000
skinner	skinner#序10000
skipper	skipper#序10000
skippet	skippet#序10000
skirret	skirret#序10000
skitter	skitter#序10000
skittle	skittle#序10000
skiwear	skiwear#序10000
skookum	skookum#序10000
skoplje	skoplje#序10000
skulker	skulker#序10000
skutari	skutari#序10000
skydive	skydive#序10000
skyjack	skyjack#序10000
skylark	skylark#序10000
skyless	skyless#序10000
skyline	skyline#序10000
skymark	skymark#序10000
skyphos	skyphos#序10000
skyport	skyport#序10000
skysail	skysail#序10000
skywalk	skywalk#序10000
skyward	skyward#序10000
slabber	slabber#序10000
slacken	slacken#序10000
slacker	slacker#序10000
sladang	sladang#序10000
slammer	slammer#序10000
slander	slander#序10000
slapdab	slapdab#序10000
slapman	slapman#序10000
slather	slather#序10000
slating	slating#序10000
slatted	slatted#序10000
slatter	slatter#序10000
slavdom	slavdom#序10000
slavery	slavery#序10000
slavish	slavish#序10000
slavism	slavism#序10000
slavist	slavist#序10000
sleekly	sleekly#序10000
sleeper	sleeper#序10000
sleight	sleight#序10000
slender	slender#序10000
slezsko	slezsko#序10000
slicken	slicken#序10000
slicker	slicker#序10000
slidden	slidden#序10000
sliding	sliding#序10000
slimmer	slimmer#序10000
slinger	slinger#序10000
slipper	slipper#序10000
slipway	slipway#序10000
slither	slither#序10000
slobber	slobber#序10000
slogger	slogger#序10000
sloping	sloping#序10000
slouchy	slouchy#序10000
sloughy	sloughy#序10000
slovene	slovene#序10000
slowish	slowish#序10000
slubber	slubber#序10000
slugger	slugger#序10000
slumber	slumber#序10000
slumgum	slumgum#序10000
slummer	slummer#序10000
smacker	smacker#序10000
smaragd	smaragd#序10000
smarten	smarten#序10000
smartly	smartly#序10000
smashed	smashed#序10000
smasher	smasher#序10000
smashup	smashup#序10000
smatter	smatter#序10000
smeller	smeller#序10000
smellie	smellie#序10000
smelter	smelter#序10000
smidgen	smidgen#序10000
smiling	smiling#序10000
smitten	smitten#序10000
smogout	smogout#序10000
smokery	smokery#序10000
smokily	smokily#序10000
smoking	smoking#序10000
smolder	smolder#序10000
smoodge	smoodge#序10000
smoothy	smoothy#序10000
smother	smother#序10000
smuggle	smuggle#序10000
snaffle	snaffle#序10000
snagged	snagged#序10000
snakish	snakish#序10000
snapper	snapper#序10000
snarler	snarler#序10000
snatchy	snatchy#序10000
sneaker	sneaker#序10000
sneezes	sneezes#序10000
snicker	snicker#序10000
snicket	snicket#序10000
sniffer	sniffer#序10000
sniffle	sniffle#序10000
snifter	snifter#序10000
snigger	snigger#序10000
sniggle	sniggle#序10000
snippet	snippet#序10000
snobism	snobism#序10000
snofari	snofari#序10000
snooker	snooker#序10000
snooper	snooper#序10000
snorter	snorter#序10000
snovian	snovian#序10000
snowcap	snowcap#序10000
snowcat	snowcat#序10000
snowcem	snowcem#序10000
snowdon	snowdon#序10000
snowman	snowman#序10000
snubber	snubber#序10000
snuffer	snuffer#序10000
snuffle	snuffle#序10000
snuggle	snuggle#序10000
snuzzle	snuzzle#序10000
soakage	soakage#序10000
soapbox	soapbox#序10000
soapery	soapery#序10000
soaring	soaring#序10000
sobbing	sobbing#序10000
soberly	soberly#序10000
soccage	soccage#序10000
society	society#序10000
sockeye	sockeye#序10000
socotra	socotra#序10000
soddish	soddish#序10000
sodwork	sodwork#序10000
softish	softish#序10000
soignee	soignee#序10000
soilage	soilage#序10000
sojourn	sojourn#序10000
sokeman	sokeman#序10000
sokotra	sokotra#序10000
solacet	solacet#序10000
solanum	solanum#序10000
solaria	solaria#序10000
solaris	solaris#序10000
solatia	solatia#序10000
soldier	soldier#序10000
solebar	solebar#序10000
solfege	solfege#序10000
solicit	solicit#序10000
solidly	solidly#序10000
solidus	solidus#序10000
soliped	soliped#序10000
soloist	soloist#序10000
soluble	soluble#序10000
solunar	solunar#序10000
solvate	solvate#序10000
solvend	solvend#序10000
solvent	solvent#序10000
solving	solving#序10000
somatic	somatic#序10000
someday	someday#序10000
somehow	somehow#序10000
someone	someone#序10000
someway	someway#序10000
somewhy	somewhy#序10000
somnial	somnial#序10000
sonable	sonable#序10000
sonance	sonance#序10000
sondage	sondage#序10000
songful	songful#序10000
songkok	songkok#序10000
songlet	songlet#序10000
songman	songman#序10000
sonifer	sonifer#序10000
sonless	sonless#序10000
sonlike	sonlike#序10000
sonofer	sonofer#序10000
sonovox	sonovox#序10000
sonship	sonship#序10000
soochow	soochow#序10000
soother	soother#序10000
soothly	soothly#序10000
sootily	sootily#序10000
sophism	sophism#序10000
sophist	sophist#序10000
sopping	sopping#序10000
soprani	soprani#序10000
soprano	soprano#序10000
soqotra	soqotra#序10000
sorbent	sorbent#序10000
sorbian	sorbian#序10000
sorbose	sorbose#序10000
sorcery	sorcery#序10000
sorghum	sorghum#序10000
sorites	sorites#序10000
soroban	soroban#序10000
sororal	sororal#序10000
sorosis	sorosis#序10000
sorrily	sorrily#序10000
sortita	sortita#序10000
sothiac	sothiac#序10000
sottish	sottish#序10000
soubise	soubise#序10000
souffle	souffle#序10000
soulful	soulful#序10000
sounder	sounder#序10000
soundex	soundex#序10000
soundly	soundly#序10000
soupcon	soupcon#序10000
soupfin	soupfin#序10000
sourish	sourish#序10000
soursop	soursop#序10000
souslik	souslik#序10000
soutane	soutane#序10000
souther	souther#序10000
sovkhoz	sovkhoz#序10000
sowback	sowback#序10000
soybean	soybean#序10000
soymilk	soymilk#序10000
sozzled	sozzled#序10000
spacial	spacial#序10000
spacing	spacing#序10000
spackle	spackle#序10000
spadger	spadger#序10000
spadish	spadish#序10000
spaeman	spaeman#序10000
spalato	spalato#序10000
spancel	spancel#序10000
spangle	spangle#序10000
spaniel	spaniel#序10000
spanish	spanish#序10000
spanker	spanker#序10000
spanned	spanned#序10000
spanner	spanner#序10000
sparely	sparely#序10000
sparing	sparing#序10000
sparkle	sparkle#序10000
sparrow	sparrow#序10000
spartan	spartan#序10000
spasmic	spasmic#序10000
spastic	spastic#序10000
spathal	spathal#序10000
spathic	spathic#序10000
spatial	spatial#序10000
spatted	spatted#序10000
spatter	spatter#序10000
spatula	spatula#序10000
spatzle	spatzle#序10000
speaker	speaker#序10000
special	special#序10000
species	species#序10000
specify	specify#序10000
speckle	speckle#序10000
specter	specter#序10000
spectra	spectra#序10000
spectre	spectre#序10000
specula	specula#序10000
speeder	speeder#序10000
speedup	speedup#序10000
spelean	spelean#序10000
speller	speller#序10000
spelter	spelter#序10000
spelunk	spelunk#序10000
spencer	spencer#序10000
spender	spender#序10000
spermic	spermic#序10000
sphagna	sphagna#序10000
spheral	spheral#序10000
spheric	spheric#序10000
spicate	spicate#序10000
spicery	spicery#序10000
spicily	spicily#序10000
spicose	spicose#序10000
spicous	spicous#序10000
spicula	spicula#序10000
spicule	spicule#序10000
spidery	spidery#序10000
spieler	spieler#序10000
spignel	spignel#序10000
spinach	spinach#序10000
spinage	spinage#序10000
spinate	spinate#序10000
spindle	spindle#序10000
spindly	spindly#序10000
spinner	spinner#序10000
spinney	spinney#序10000
spinode	spinode#序10000
spinoff	spinoff#序10000
spinose	spinose#序10000
spinous	spinous#序10000
spinout	spinout#序10000
spinule	spinule#序10000
spirant	spirant#序10000
spireme	spireme#序10000
spirket	spirket#序10000
spiroid	spiroid#序10000
spirula	spirula#序10000
spitbox	spitbox#序10000
spitter	spitter#序10000
spittle	spittle#序10000
spivery	spivery#序10000
spivved	spivved#序10000
splanch	splanch#序10000
splashy	splashy#序10000
splatch	splatch#序10000
spleeny	spleeny#序10000
splenic	splenic#序10000
splenii	splenii#序10000
splicer	splicer#序10000
splodge	splodge#序10000
splodgy	splodgy#序10000
splotch	splotch#序10000
splurge	splurge#序10000
splurgy	splurgy#序10000
spoiler	spoiler#序10000
spondee	spondee#序10000
sponger	sponger#序10000
spongin	spongin#序10000
sponson	sponson#序10000
sponsor	sponsor#序10000
spooney	spooney#序10000
sporran	sporran#序10000
sporter	sporter#序10000
sporule	sporule#序10000
spotted	spotted#序10000
spotter	spotter#序10000
spousal	spousal#序10000
sprayer	sprayer#序10000
spriggy	spriggy#序10000
springe	springe#序10000
springy	springy#序10000
spuddle	spuddle#序10000
spumone	spumone#序10000
spumoni	spumoni#序10000
spumous	spumous#序10000
spurred	spurred#序10000
spurrey	spurrey#序10000
spurtle	spurtle#序10000
sputnik	sputnik#序10000
sputter	sputter#序10000
spyhole	spyhole#序10000
squabby	squabby#序10000
squacco	squacco#序10000
squalid	squalid#序10000
squally	squally#序10000
squalor	squalor#序10000
squashy	squashy#序10000
squatty	squatty#序10000
squeaky	squeaky#序10000
squeeze	squeeze#序10000
squelch	squelch#序10000
squetee	squetee#序10000
squilla	squilla#序10000
squinch	squinch#序10000
squinny	squinny#序10000
squirmy	squirmy#序10000
squitch	squitch#序10000
squoosh	squoosh#序10000
stabbed	stabbed#序10000
stabber	stabber#序10000
stacker	stacker#序10000
stackup	stackup#序10000
stadium	stadium#序10000
staffer	staffer#序10000
stagger	stagger#序10000
staging	staging#序10000
stainer	stainer#序10000
stalino	stalino#序10000
stalker	stalker#序10000
stamina	stamina#序10000
stammer	stammer#序10000
stamnos	stamnos#序10000
stamper	stamper#序10000
standby	standby#序10000
standee	standee#序10000
staniel	staniel#序10000
stanine	stanine#序10000
stannic	stannic#序10000
stannum	stannum#序10000
stanton	stanton#序10000
stanvac	stanvac#序10000
stapler	stapler#序10000
starchy	starchy#序10000
stardom	stardom#序10000
staring	staring#序10000
starlet	starlet#序10000
starlit	starlit#序10000
starred	starred#序10000
