一万	yiwjaaap#序20000
卡通	katsubzy#序20000
卡顿	kadyubtr#序20000
卧室	wouiibbt#序20000
卧射	woueibuc#序20000
卧床	woilibgm#序20000
卧底	wodiibgd#序20000
卧榻	wotaibmx#序20000
卧病	wobkibbb#序20000
卧轨	wogvibij#序20000
卧铺	wopuibjf#序20000
卧龙	wolsibud#序20000
卫冕	wwmmeaov#序20000
卫星	wwxkeaou#序20000
卫生	wwugeapf#序20000
卫视	wwuieape#序20000
印制	ybvipepd#序20000
印刷	ybuxpeud#序20000
印堂	ybthpext#序20000
印尼	ybnipeub#序20000
印度	ybdupegy#序20000
印染	ybrjpedm#序20000
印着	ybvepeyo#序20000
印章	ybvhpelu#序20000
印花	ybhxpecb#序20000
印记	ybjipeyj#序20000
印证	ybvgpeyv#序20000
印象	ybxlpedn#序20000
印钞	ybicpeju#序20000
危害	wwhddvbk#序20000
危机	wwjidvmj#序20000
危险	wwxmdvea#序20000
即使	jiuigerl#序20000
即便	jibmgerg#序20000
即将	jijlgedc#序20000
即席	jixigegj#序20000
即日	jirigeka#序20000
却不	qtbutead#序20000
却也	qtyetevv#序20000
却又	qtyztevn#序20000
却在	qtzdteut#序20000
却没	qtmwtedy#序20000
却被	qtbwtepy#序20000
却要	qtyctexn#序20000
却让	qtrhteyu#序20000
却说	qtuoteye#序20000
卵子	lrzipdva#序20000
卵巢	lricpdvg#序20000
卷入	jrrujvpn#序20000
卷动	jrdsjvel#序20000
卷发	jrfajvvd#序20000
卷宗	jrzsjvbx#序20000
卷尺	jriijvun#序20000
卷曲	jrqujvla#序20000
卷标	jrbnjvmx#序20000
卷毛	jrmcjvpv#序20000
卷烟	jryjjvhd#序20000
卷纸	jrvijvsu#序20000
卷舌	jruejvqk#序20000
卷轴	jrvzjviy#序20000
卷进	jrjbjvzj#序20000
卸任	xprfperr#序20000
卸妆	xpvlpedn#序20000
卸掉	xpdnpefu#序20000
卸货	xphoperr#序20000
卸车	xpiepeal#序20000
卸载	xpzdpeui#序20000
厂商	ihuhapwk#序20000
厂址	ihviaptv#序20000
厂子	ihziapva#序20000
厂家	ihjxapbu#序20000
厂房	ihfhaphf#序20000
厂里	ihliapla#序20000
厂长	ihvhappn#序20000
厄运	eeyyivzs#序20000
厅堂	tkthidxt#序20000
厅局	tkjuiduk#序20000
历代	liddilry#序20000
历史	liuiilln#序20000
历朝	liiciluo#序20000
历来	lildilan#序20000
历次	liciildr#序20000
历程	liigilhw#序20000
历练	lilmilsd#序20000
历经	lijkilsg#序20000
厉声	liugiwup#序20000
厉害	lihdiwbk#序20000
厉鬼	ligviwps#序20000
压价	yajxidrl#序20000
压低	yadiidrd#序20000
压住	yavuidrv#序20000
压倒	yadcidrd#序20000
压制	yaviidpd#序20000
压力	yaliidvp#序20000
压在	yazdidut#序20000
压弯	yawjidwg#序20000
压扁	yabmidhc#序20000
压抑	yayiidfe#序20000
压断	yadridmj#序20000
压服	yafuidoy#序20000
压根	yagfidmg#序20000
压榨	yavaidmv#序20000
压着	yaveidyo#序20000
压碎	yasviduu#序20000
压缩	yasoidsb#序20000
压迫	yapoidzb#序20000
压阵	yavfidei#序20000
厌倦	yjjriqrv#序20000
厌恨	yjhfiqxg#序20000
厌恶	yjwuiqyx#序20000
厌烦	yjfjiqhr#序20000
厕所	cesoidpj#序20000
厘米	limiildm#序20000
厚厚	hzhziziz#序20000
厚度	hzduizgy#序20000
厚恩	hzenizkx#序20000
厚望	hzwhizww#序20000
厚爱	hzaiizpy#序20000
厚礼	hzliizpv#序20000
厚葬	hzzhizcc#序20000
厚薄	hzboizcc#序20000
厚道	hzdcizzz#序20000
厚重	hzvsizpa#序20000
原产	yrijixlp#序20000
原件	yrjmixrn#序20000
原价	yrjxixrl#序20000
原位	yrwwixrl#序20000
原作	yrzoixrv#序20000
原值	yrviixrq#序20000
原先	yrxmixne#序20000
原则	yrzeixkd#序20000
原创	yrilixrd#序20000
原判	yrpjixbd#序20000
原名	yrmkixxk#序20000
原告	yrgcixnk#序20000
原唱	yrihixko#序20000
原因	yrybixkd#序20000
原图	yrtuixkd#序20000
原地	yrdiixty#序20000
原声	yrugixup#序20000
原始	yruiixnk#序20000
原定	yrdkixbr#序20000
原封	yrfgixtc#序20000
原帖	yrtpixjk#序20000
原想	yrxlixmx#序20000
原文	yrwfixwx#序20000
原料	yrlnixmu#序20000
原有	yryzixuo#序20000
原本	yrbfixaa#序20000
原来	yrldixan#序20000
原煤	yrmwixhm#序20000
原版	yrbjixpy#序20000
原理	yrliixwl#序20000
原籍	yrjiixvo#序20000
原色	yrseixdb#序20000
原装	yrvlixdy#序20000
原谅	yrllixyx#序20000
原貌	yrmcixve#序20000
原路	yrluixzk#序20000
原配	yrpwixyj#序20000
原野	yryeixll#序20000
厦门	xxmfiwdv#序20000
厨师	iuuiiclj#序20000
厨房	iufhichf#序20000
厮打	sidaijfd#序20000
厮杀	siuaijxm#序20000
厮混	sihyijdb#序20000
县令	xmlkqsrs#序20000
县城	xmigqsti#序20000
县官	xmgrqsbk#序20000
县衙	xmyaqsii#序20000
县镇	xmvfqsjb#序20000
县长	xmvhqspn#序20000
参与	cjyuspaa#序20000
参军	cjjyspbi#序20000
参加	cjjxsplk#序20000
参半	cjbjspdl#序20000
参天	cjtmspad#序20000
参展	cjvjspun#序20000
参差	cfcispyg#序20000
参悟	cjwuspxk#序20000
参政	cjvgspvw#序20000
参数	cjuuspmw#序20000
参杂	cjzaspjm#序20000
参演	cjyjspdb#序20000
参照	cjvcspoh#序20000
参看	cjkjspuo#序20000
参禅	cjijsppl#序20000
参考	cjkcsplv#序20000
参股	cjguspoy#序20000
参见	cjjmspke#序20000
参观	cjgrspye#序20000
参谋	cjmzspym#序20000
参赛	cjsdspbr#序20000
参赞	cjzjspnr#序20000
参选	cjxrspze#序20000
参透	cjtzspzn#序20000
参阅	cjytspme#序20000
又不	yzbuvnad#序20000
又得	yzdwvnic#序20000
又称	yzigvnhx#序20000
又要	yzycvnxn#序20000
又该	yzgdvnyr#序20000
又说	yzuovnye#序20000
叉子	iaziydva#序20000
叉烧	iaucydhw#序20000
叉腰	iaycydon#序20000
叉车	iaieydal#序20000
及时	jiuipnoc#序20000
友善	yzujuyyk#序20000
友好	yzhcuynz#序20000
友情	yzqkuyxo#序20000
友爱	yzaiuypy#序20000
友谊	yzyiuyyq#序20000
友邦	yzbhuyfe#序20000
双乳	ulruyypv#序20000
双亡	ulwhyywv#序20000
双亲	ulqbyylm#序20000
双人	ulrfyypn#序20000
双份	ulffyyrd#序20000
双休	ulxqyyrm#序20000
双倍	ulbwyyrk#序20000
双全	ulqryyrw#序20000
双关	ulgryybt#序20000
双击	uljiyyak#序20000
双双	ululyyyy#序20000
双号	ulhcyykv#序20000
双向	ulxlyypk#序20000
双唇	uliyyyik#序20000
双层	ulcgyyus#序20000
双峰	ulfgyyef#序20000
双归	ulgvyyle#序20000
双形	ulxkyykp#序20000
双手	uluzyypl#序20000
双打	uldayyfd#序20000
双拼	ulpbyyfk#序20000
双排	ulpdyyff#序20000
双数	uluuyymw#序20000
双料	ullnyymu#序20000
双方	ulfhyydw#序20000
双杠	ulghyymg#序20000
双核	ulheyymr#序20000
双目	ulmuyyka#序20000
双眉	ulmwyyvo#序20000
双眸	ulmzyyon#序20000
双眼	ulyjyyog#序20000
双簧	ulhlyyvb#序20000
双线	ulxmyysj#序20000
双耳	uleryyaa#序20000
双肩	uljmyyho#序20000
双脚	uljnyyoe#序20000
双腿	ultvyyoz#序20000
双臂	ulbiyyuo#序20000
双薪	ulxbyycj#序20000
双语	ulyuyyyk#序20000
双赢	ulykyywf#序20000
双足	ulzuyykr#序20000
双边	ulbmyyzl#序20000
双重	ulisyypa#序20000
双雄	ulxsyyuf#序20000
双面	ulmmyyaa#序20000
双颊	uljxyyjr#序20000
双飞	ulfwyyvd#序20000
双龙	ullsyyud#序20000
反倒	fjdcpyrd#序20000
反光	fjglpyxw#序20000
反击	fjjipyak#序20000
反动	fjdspyel#序20000
反叛	fjpjpyby#序20000
反向	fjxlpypk#序20000
反复	fjfupypw#序20000
反对	fjdvpyyc#序20000
反射	fjuepyuc#序20000
反差	fjiapyyg#序20000
反常	fjihpyxj#序20000
反弹	fjtjpygl#序20000
反思	fjsipytx#序20000
反恐	fjkspygx#序20000
反感	fjgjpywx#序20000
反戈	fjgepyad#序20000
反手	fjuzpypl#序20000
反扑	fjpupyfb#序20000
反扒	fjpapyfb#序20000
反打	fjdapyfd#序20000
反抗	fjkhpyfj#序20000
反方	fjfhpydw#序20000
反映	fjykpyoy#序20000
反正	fjvgpyav#序20000
反比	fjbipybb#序20000
反目	fjmupyka#序20000
反省	fjxkpyuo#序20000
反而	fjerpyal#序20000
反讽	fjfgpyyx#序20000
反诉	fjsupyyi#序20000
反贼	fjzwpyku#序20000
反超	fjicpytk#序20000
反转	fjvrpyiv#序20000
反问	fjwfpymk#序20000
反面	fjmmpyaa#序20000
反馈	fjkvpyur#序20000
反驳	fjbopymx#序20000
发了	falevdvl#序20000
发亮	fallvdwj#序20000
发件	fajmvdrn#序20000
发作	fazovdrv#序20000
发信	faxbvdrk#序20000
发光	faglvdxw#序20000
发出	faiuvdvk#序20000
发函	fahjvdlk#序20000
发到	fadcvdad#序20000
发动	fadsvdel#序20000
发卡	faqxvdub#序20000
发呆	faddvdkm#序20000
发售	fauzvdrk#序20000
发嗲	fadxvdkx#序20000
发图	fatuvdkd#序20000
发型	faxkvdkt#序20000
发奋	faffvddt#序20000
发奖	fajlvddd#序20000
发家	fajxvdbu#序20000
发射	fauevduc#序20000
发展	favjvdun#序20000
发布	fabuvduj#序20000
发帖	fatpvdjk#序20000
发廊	falhvdge#序20000
发怒	fanuvdnx#序20000
发情	faqkvdxo#序20000
发愁	faizvdhx#序20000
发愣	falgvdxf#序20000
发扬	fayhvdfp#序20000
发抖	fadzvdfu#序20000
发挥	fahvvdfi#序20000
发放	fafhvdfw#序20000
发散	fasjvdcw#序20000
发文	fawfvdwx#序20000
发明	famkvdoo#序20000
发昏	fahyvduo#序20000
发春	faiyvdfo#序20000
发晕	fayyvdoi#序20000
发暗	faanvdoo#序20000
发条	fatnvdwm#序20000
发来	faldvdan#序20000
发榜	fabhvdmf#序20000
发水	fauvvdln#序20000
发油	fayzvddy#序20000
发泄	faxpvddu#序20000
发烧	faucvdhw#序20000
发烫	fathvddh#序20000
发热	farevdfh#序20000
发牌	fapdvdpu#序20000
发狂	faklvdqw#序20000
发狠	fahfvdqg#序20000
发现	faxmvdwe#序20000
发球	faqqvdwq#序20000
发生	faugvdpf#序20000
发电	fadmvdlv#序20000
发疯	fafgvdbx#序20000
发病	fabkvdbb#序20000
发白	fabdvdpo#序20000
发票	fapnvdxx#序20000
发福	fafuvdpt#序20000
发稿	fagcvdhk#序20000
发笑	faxnvdvy#序20000
发红	fahsvdsg#序20000
发给	fagwvdsk#序20000
发育	fayuvdwo#序20000
发胖	faphvdob#序20000
发自	fazivdpo#序20000
发芽	fayavdcy#序20000
发落	falovdck#序20000
发蒙	famgvdcu#序20000
发虚	faxuvdhy#序20000
发表	fabnvdfy#序20000
发觉	fajtvdxe#序20000
发言	fayjvdwk#序20000
发誓	fauivdfk#序20000
发话	fahxvdyk#序20000
发财	facdvdkc#序20000
发货	fahovdrr#序20000
发起	faqivdtj#序20000
发软	farrvdir#序20000
发达	fadavdzd#序20000
发还	fahrvdzb#序20000
发迹	fajivdzd#序20000
发送	fassvdzt#序20000
发配	fapwvdyj#序20000
发酵	fajnvdyz#序20000
发酸	fasrvdyw#序20000
发钱	faqmvdjj#序20000
发错	facovdjo#序20000
发难	fanjvdyf#序20000
发霉	famwvdym#序20000
发音	faybvdlo#序20000
发颤	faijvdwr#序20000
发骚	fascvdmi#序20000
发黄	fahlvdcb#序20000
发黑	fahwvdlh#序20000
叔叔	uuuuuyuy#序20000
取下	quxxeyab#序20000
取乐	quleeypd#序20000
取代	quddeyry#序20000
取信	quxbeyrk#序20000
取决	qujteydg#序20000
取名	qumkeyxk#序20000
取向	quxleypk#序20000
取回	quhveykk#序20000
取巧	quqneygv#序20000
取得	qudeeyic#序20000
取悦	quyteyxe#序20000
取暖	qunreyoy#序20000
取材	qucdeymc#序20000
取样	quyheymy#序20000
取款	qukreyur#序20000
取消	quxneydo#序20000
取用	quyseykl#序20000
取码	qumaeyum#序20000
取经	qujkeysg#序20000
取缔	qudieysj#序20000
取胜	quugeyou#序20000
取舍	quueeyrk#序20000
取证	quvgeyyv#序20000
取货	quhoeyrr#序20000
取走	quzzeytr#序20000
取钱	quqmeyjj#序20000
受伤	uzuhpyrl#序20000
受凉	uzllpydx#序20000
受困	uzkypykm#序20000
受宠	uzispybl#序20000
受害	uzhdpybk#序20000
受寒	uzhjpybd#序20000
受尽	uzjbpyid#序20000
受惊	uzjkpyxx#序20000
受托	uztopyfq#序20000
受挫	uzcopyft#序20000
受损	uzsypyfr#序20000
受控	uzkspyfg#序20000
受潮	uzicpydo#序20000
受热	uzrepyfh#序20000
受用	uzyspykl#序20000
受穷	uzqspybl#序20000
受累	uzlwpytx#序20000
受罪	uzzvpysf#序20000
受聘	uzpbpyev#序20000
受苦	uzkupyck#序20000
受虐	uzntpyha#序20000
受训	uzxypyyi#序20000
受过	uzgopyzc#序20000
受难	uznjpyyf#序20000
受骗	uzpmpymc#序20000
变为	bmwwwydd#序20000
变了	bmlewyvl#序20000
变体	bmtiwyrb#序20000
变作	bmzowyrv#序20000
变冷	bmlgwyds#序20000
变动	bmdswyel#序20000
变化	bmhxwyrb#序20000
变卖	bmmdwyud#序20000
变卦	bmgxwytb#序20000
变压	bmyawyid#序20000
变坏	bmhkwytb#序20000
变大	bmdawyun#序20000
变天	bmtmwyad#序20000
变小	bmxnwyld#序20000
变差	bmiawyyg#序20000
变强	bmqlwygi#序20000
变形	bmxkwykp#序20000
变得	bmdewyic#序20000
变心	bmxbwydd#序20000
变快	bmkkwyxg#序20000
变态	bmtdwytx#序20000
变慢	bmmjwyxy#序20000
变成	bmigwywv#序20000
变招	bmvcwyfk#序20000
变换	bmhrwyfd#序20000
变故	bmguwyuw#序20000
变数	bmuuwymw#序20000
变暖	bmnrwyoy#序20000
变更	bmggwyan#序20000
变样	bmyhwymy#序20000
变法	bmfawyds#序20000
变焦	bmjnwyrh#序20000
变现	bmxmwywe#序20000
变盘	bmpjwyvm#序20000
变相	bmxlwymo#序20000
变种	bmvswyhv#序20000
变老	bmlcwylb#序20000
变脸	bmlmwyoa#序20000
变色	bmsewydb#序20000
变调	bmdnwyyk#序20000
变身	bmufwypp#序20000
变迁	bmqmwyzq#序20000
变通	bmtswyzy#序20000
变速	bmsuwyzu#序20000
变量	bmllwydl#序20000
变阵	bmvfwyei#序20000
变革	bmgewynl#序20000
变频	bmpbwyvr#序20000
叙说	xuuoryye#序20000
叙谈	xutjryyh#序20000
叙述	xuuuryzu#序20000
叛乱	pjlrbyqv#序20000
叛党	pjdhbyxe#序20000
叛兵	pjbkbyqb#序20000
叛军	pjjybybi#序20000
叛变	pjbmbywy#序20000
叛国	pjgobyky#序20000
叛徒	pjtubyir#序20000
叛离	pjlibywd#序20000
叛贼	pjzwbyku#序20000
叛逃	pjtcbyzd#序20000
叛逆	pjnibyzp#序20000
叠加	dpjxyqlk#序20000
叠成	dpigyqwv#序20000
口中	kzvslall#序20000
口令	kzlklars#序20000
口供	kzgslarb#序20000
口信	kzxblark#序20000
口号	kzhclakv#序20000
口吃	kziilakq#序20000
口吻	kzwflakw#序20000
口味	kzwwlakw#序20000
口哨	kzuclako#序20000
口头	kztzladd#序20000
口岸	kzanlaeg#序20000
口径	kzjklaig#序20000
口快	kzkklaxg#序20000
口感	kzgjlawx#序20000
口才	kzcdlaap#序20000
口技	kzjilafy#序20000
口授	kzuzlafy#序20000
口服	kzfulaoy#序20000
口条	kztnlawm#序20000
口气	kzqilapv#序20000
口水	kzuvlaln#序20000
口渴	kzkeladv#序20000
口琴	kzqblawv#序20000
口碑	kzbwlauu#序20000
口算	kzsrlavc#序20000
口粮	kzlllaml#序20000
口红	kzhslasg#序20000
口罩	kzvclasu#序20000
口腔	kzqllaog#序20000
口臭	kzizlazq#序20000
口舌	kzuelaqk#序20000
口袋	kzddlary#序20000
口角	kzjnlady#序20000
口诀	kzjtlayg#序20000
口译	kzyilayl#序20000
口试	kzuilayg#序20000
口语	kzyulayk#序20000
口误	kzwulayt#序20000
口述	kzuulazu#序20000
口音	kzyblalo#序20000
口风	kzfglajx#序20000
古人	gurfukpn#序20000
古今	gujbukrv#序20000
古代	guddukry#序20000
古典	gudmuklb#序20000
古刹	guiaukxd#序20000
古城	guigukti#序20000
古堡	gubcukrt#序20000
古墓	gumuukct#序20000
古巴	gubauksl#序20000
古怪	gugkukxt#序20000
古朴	gupuukmb#序20000
古板	gubjukmy#序20000
古法	gufaukds#序20000
古玩	guwjukwe#序20000
古琴	guqbukwv#序20000
古筝	guvgukvl#序20000
古老	gulcuklb#序20000
古董	gudsukcv#序20000
古装	guvlukdy#序20000
古训	guxyukyi#序20000
古语	guyuukyk#序20000
古钱	guqmukjj#序20000
古铜	gutsukjk#序20000
古镇	guvfukjb#序20000
古雅	guyaukyf#序20000
古风	gufgukjx#序20000
古龙	gulsukud#序20000
句号	juhcbkkv#序20000
句子	juzibkva#序20000
句尾	juwwbkum#序20000
句末	jumobkan#序20000
句法	jufabkds#序20000
另册	lkceklpa#序20000
另外	lkwdklxb#序20000
另存	lkcykluz#序20000
另找	lkvcklfg#序20000
另有	lkyzkluo#序20000
另案	lkanklbm#序20000
另类	lklwklmd#序20000
另装	lkvlkldy#序20000
另谋	lkmzklym#序20000
另选	lkxrklze#序20000
叨叨	dcdckdkd#序20000
叩拜	kzbdkeuf#序20000
叩谢	kzxpkeyc#序20000
只准	vivykbdf#序20000
只凭	vipkkbrj#序20000
只剩	viugkbqd#序20000
只卖	vimdkbud#序20000
只听	vitkkbkj#序20000
只好	vihckbnz#序20000
只当	vidhkbxe#序20000
只怕	vipakbxb#序20000
只怪	vigkkbxt#序20000
只有	viyzkbuo#序20000
只求	viqqkbad#序20000
只用	viyskbkl#序20000
只盼	vipjkbod#序20000
只看	vikjkbuo#序20000
只给	vigwkbsk#序20000
只肯	vikfkbvo#序20000
只要	viyckbxn#序20000
叫做	jnzoklrw#序20000
叫停	jntkklrd#序20000
叫卖	jnmdklud#序20000
叫喊	jnhjklkk#序20000
叫嚷	jnrhklky#序20000
叫声	jnugklup#序20000
叫春	jniyklfo#序20000
叫来	jnldklan#序20000
叫法	jnfaklds#序20000
叫着	jnveklyo#序20000
叫绝	jnjtklsb#序20000
叫苦	jnkuklck#序20000
叫门	jnmfkldv#序20000
叫骂	jnmaklkm#序20000
召唤	vchrdkkd#序20000
召开	vckddkac#序20000
召见	vcjmdkke#序20000
叮咚	dkdskdkd#序20000
叮咛	dknkkdkd#序20000
叮咬	dkyckdkx#序20000
叮嘱	dkvukdky#序20000
叮当	dkdhkdxe#序20000
可与	keyudkaa#序20000
可乐	keledkpd#序20000
可亲	keqbdklm#序20000
可以	keyidkvr#序20000
可供	kegsdkrb#序20000
可信	kexbdkrk#序20000
可别	kebpdkkd#序20000
可取	kequdkey#序20000
可变	kebmdkwy#序20000
可口	kekzdkla#序20000
可叹	ketjdkky#序20000
可否	kefzdkbk#序20000
可塑	kesudkbt#序20000
可好	kehcdknz#序20000
可将	kejldkdc#序20000
可就	kejqdkwy#序20000
可巧	keqndkgv#序20000
可得	kededkic#序20000
可怕	kepadkxb#序20000
可怜	kelmdkxs#序20000
可恨	kehfdkxg#序20000
可恶	kewudkyx#序20000
可悲	kebwdkfx#序20000
可惜	kexidkxo#序20000
可憎	kezgdkxo#序20000
可控	keksdkfg#序20000
可敬	kejkdkcw#序20000
可是	keuidkor#序20000
可曾	kecgdkbo#序20000
可比	kebidkbb#序20000
可汗	kehjdkdg#序20000
可爱	keaidkpy#序20000
可用	keysdkkl#序20000
可看	kekjdkuo#序20000
可笑	kexndkvy#序20000
可算	kesrdkvc#序20000
可耻	keiidkev#序20000
可能	kengdksb#序20000
可行	kexkdkii#序20000
可要	keycdkxn#序20000
可见	kejmdkke#序20000
可调	ketndkyk#序20000
可谓	kewwdkyo#序20000
可贵	kegvdkvr#序20000
可逆	kenidkzp#序20000
可选	kexrdkze#序20000
可靠	kekcdknf#序20000
台下	tdxxskab#序20000
台东	tddsskad#序20000
台北	tdbwsklb#序20000
台历	tdliskil#序20000
台商	tduhskwk#序20000
台币	tdbiskpj#序20000
台式	tduiskyg#序20000
台海	tdhdskdm#序20000
台湾	tdwjskdg#序20000
台灯	tddgskhd#序20000
台球	tdqqskwq#序20000
台胞	tdbcskos#序20000
台词	tdciskyk#序20000
台账	tdvhskki#序20000
台阶	tdjpskel#序20000
台面	tdmmskaa#序20000
台风	tdfgskjx#序20000
叱咤	iivakbkq#序20000
右侧	yzceukrd#序20000
右手	yzuzukpl#序20000
右派	yzpdukdn#序20000
右眼	yzyjukog#序20000
右胸	yzxsukok#序20000
右脑	yzncukok#序20000
右脚	yzjnukoe#序20000
右腿	yztvukoz#序20000
右臂	yzbiukuo#序20000
右转	yzvrukiv#序20000
右边	yzbmukzl#序20000
右键	yzjmukjz#序20000
右面	yzmmukaa#序20000
叶子	yezikuva#序20000
叶片	yepmkupv#序20000
号令	hclkkvrs#序20000
号召	hcvckvdk#序20000
号外	hcwdkvxb#序20000
号码	hcmakvum#序20000
号称	hcigkvhx#序20000
号角	hcjnkvdy#序20000
司令	silkvkrs#序20000
司徒	situvkir#序20000
司机	sijivkmj#序20000
司法	sifavkds#序20000
司空	siksvkbg#序20000
司马	simavkva#序20000
叹号	tjhckykv#序20000
叹息	tjxikyzx#序20000
叹气	tjqikypv#序20000
吃了	iilekqvl#序20000
吃亏	iikvkqev#序20000
吃人	iirfkqpn#序20000
吃住	iivukqrv#序20000
吃光	iiglkqxw#序20000
吃准	iivykqdf#序20000
吃力	iilikqvp#序20000
吃吧	iibakqkb#序20000
吃喝	iihekqkv#序20000
吃奶	iindkqnn#序20000
吃好	iihckqnz#序20000
吃完	iiwjkqbe#序20000
吃定	iidkkqbr#序20000
吃屎	iiuikqum#序20000
吃惊	iijkkqxx#序20000
吃掉	iidnkqfu#序20000
吃斋	iivdkqwe#序20000
吃点	iidmkqlh#序20000
吃着	iivekqyo#序20000
吃穿	iiirkqby#序20000
吃素	iisukqfx#序20000
吃紧	iijbkqlx#序20000
吃肉	iirzkqnr#序20000
吃苦	iikukqck#序20000
吃草	iicckqcu#序20000
吃荤	iihykqci#序20000
吃药	iiyckqcu#序20000
吃菜	iicdkqcm#序20000
吃货	iihokqrr#序20000
吃过	iigokqzc#序20000
吃透	iitzkqzn#序20000
吃醋	iicukqyo#序20000
吃饭	iifjkquy#序20000
吃饱	iibckqus#序20000
各人	gerfwkpn#序20000
各位	gewwwkrl#序20000
各占	gevjwklk#序20000
各国	gegowkky#序20000
各地	gediwkty#序20000
各处	geiuwkwb#序20000
各家	gejxwkbu#序20000
各方	gefhwkdw#序20000
各族	gezuwkfu#序20000
各有	geyzwkuo#序20000
各样	geyhwkmy#序20000
各界	gejpwktl#序20000
各种	gevswkhv#序20000
各类	gelwwkmd#序20000
各级	gejiwksj#序20000
各自	geziwkpo#序20000
各色	gesewkdb#序20000
各行	gehhwkii#序20000
各路	geluwkzk#序20000
各项	gexlwkgr#序20000
吆喝	ychekykv#序20000
合伙	hehorkrh#序20000
合体	hetirkrb#序20000
合作	hezorkrv#序20000
合办	hebjrkld#序20000
合同	hetsrkkk#序20000
合唱	heihrkko#序20000
合奏	hezzrkft#序20000
合并	hebkrkbk#序20000
合影	heykrkop#序20000
合成	heigrkwv#序20000
合拍	hepdrkfb#序20000
合拢	helsrkfl#序20000
合掌	hevhrkxu#序20000
合格	hegerkmk#序20000
合法	hefarkds#序20000
合照	hevcrkoh#序20000
合理	helirkwl#序20000
合眼	heyjrkog#序20000
合租	hezurkhq#序20000
合约	heytrksu#序20000
合群	heqyrkyy#序20000
合肥	hefwrkob#序20000
合著	hevurkco#序20000
合葬	hezhrkcc#序20000
合规	hegvrkfe#序20000
合计	hejirkyu#序20000
合谋	hemzrkym#序20000
合资	hezirkdr#序20000
合身	heufrkpp#序20000
合适	heuirkzk#序20000
合金	hejbrkra#序20000
吉他	jitaukry#序20000
吉凶	jixsukxk#序20000
吉普	jipuukbo#序20000
吉林	jilbukmm#序20000
吉祥	jixlukpy#序20000
吊丧	dnshkjun#序20000
吊坠	dnvvkjet#序20000
吊带	dnddkjfj#序20000
吊床	dnilkjgm#序20000
吊扇	dnujkjhx#序20000
吊挂	dngxkjft#序20000
吊死	dnsikjdb#序20000
吊灯	dndgkjhd#序20000
吊瓶	dnpkkjbw#序20000
吊着	dnvekjyo#序20000
吊诡	dngvkjyv#序20000
吊车	dniekjal#序20000
吊针	dnvfkjju#序20000
吊销	dnxnkjjo#序20000
吊顶	dndkkjdr#序20000
同上	tsuhkkla#序20000
同业	tsyekkla#序20000
同为	tswwkkdd#序20000
同乐	tslekkpd#序20000
同仁	tsrfkkre#序20000
同伙	tshokkrh#序20000
同伴	tsbjkkrb#序20000
同僚	tslnkkrx#序20000
同党	tsdhkkxe#序20000
同台	tstdkksk#序20000
同名	tsmkkkxk#序20000
同在	tszdkkut#序20000
同城	tsigkkti#序20000
同好	tshckknz#序20000
同学	tsxtkkxz#序20000
同居	tsjukkuk#序20000
同屋	tswukkut#序20000
同岁	tssvkkex#序20000
同归	tsgvkkle#序20000
同志	tsvikkux#序20000
同性	tsxkkkxu#序20000
同情	tsqkkkxo#序20000
同意	tsyikklx#序20000
同感	tsgjkkwx#序20000
同房	tsfhkkhf#序20000
同日	tsrikkka#序20000
同时	tsuikkoc#序20000
同期	tsqikkqo#序20000
同样	tsyhkkmy#序20000
同桌	tsvokklm#序20000
同步	tsbukkvp#序20000
同比	tsbikkbb#序20000
同源	tsyrkkdx#序20000
同犯	tsfjkkqv#序20000
同理	tslikkwl#序20000
同盟	tsmgkkom#序20000
同窗	tsilkkbw#序20000
同等	tsdgkkvc#序20000
同类	tslwkkmd#序20000
