一万	yiwj
娉婷	pktk
娘亲	nlqb
娘们	nlmf
娘娘	nlnl
娘子	nlzi
娘家	nljx
娘胎	nltd
娟秀	jrxq
娱乐	yule
娴熟	xmuu
娶亲	quqb
娶妻	quqi
娼妓	ihji
婀娜	eeno
婆妈	poma
婆娑	poso
婆娘	ponl
婆婆	popo
婆媳	poxi
婆家	pojx
婉约	wjyt
婉转	wjvr
婉辞	wjci
婊子	bnzi
婚丧	hysh
婚事	hyui
婚介	hyjp
婚俗	hysu
婚前	hyqm
婚后	hyhz
婚否	hyfz
婚姻	hyyb
婚娶	hyqu
婚嫁	hyjx
婚宴	hyyj
婚庆	hyqk
婚恋	hylm
婚期	hyqi
婚检	hyjm
婚礼	hyli
婚约	hyyt
婚纱	hyua
婚育	hyyu
婚配	hypw
婢女	binv
婴儿	yker
婴孩	ykhd
婵娟	ijjr
婶娘	ufnl
婶母	ufmu
媒介	mwjp
媒体	mwti
媒婆	mwpo
媚俗	mwsu
媚外	mwwd
媚笑	mwxn
媲美	pimw
媳妇	xifu
嫁娶	jxqu
嫁接	jxjp
嫁祸	jxho
嫁给	jxgw
嫂嫂	scsc
嫂子	sczi
嫉妒	jidu
嫉恨	jihf
嫌多	xmdo
嫌少	xmuc
嫌弃	xmqi
嫌疑	xmyi
嫔妃	pbfw
嫖妓	pnji
嫖娼	pnih
嫖客	pnke
嫖宿	pnsu
嫡传	diir
嫦娥	ihee
嫩嫩	nfnf
嫩白	nfbd
嫩绿	nflv
嫩肉	nfrz
嫩草	nfcc
嬉皮	xipi
孀居	ulju
子夜	ziye
子女	zinv
子孙	zisy
子宫	zigs
子弟	zidi
子弹	zidj
子曰	ziyt
子民	zimb
孔子	kszi
孔孟	ksmg
孔庙	ksmn
孔雀	ksqt
孕妇	yyfu
孕育	yyyu
字体	ziti
字典	zidm
字头	zitz
字帖	zitp
字库	ziku
字据	ziju
字数	ziuu
字条	zitn
字根	zigf
字段	zidr
字母	zimu
字画	zihx
字眼	ziyj
字节	zijp
字词	zici
字谜	zimi
字面	zimm
字频	zipb
存为	cyww
存亡	cywh
存储	cyiu
存入	cyru
存到	cydc
存单	cydj
存取	cyqu
存在	cyzd
存心	cyxb
存折	cyve
存放	cyfh
存根	cygf
存档	cydh
存款	cykr
存活	cyho
存留	cylq
存疑	cyyi
存盘	cypj
存续	cyxu
存贷	cydd
存身	cyuf
存量	cyll
存钱	cyqm
孙儿	syer
孙女	synv
孙子	syzi
孝敬	xnjk
孝顺	xnuy
孟买	mgmd
孟子	mgzi
孟浪	mglh
季军	jijy
季度	jidu
季报	jibc
季节	jijp
孤傲	guao
孤僻	gupi
孤儿	guer
孤军	gujy
孤单	gudj
孤女	gunv
孤寒	guhj
孤寡	gugx
孤山	guuj
孤帆	gufj
孤独	gudu
孤舟	guvz
孤苦	guku
孤身	guuf
孤高	gugc
孤魂	guhy
学习	xtxi
学了	xtle
学会	xthv
学位	xtww
学分	xtff
学到	xtdc
学前	xtqm
学历	xtli
学号	xthc
学名	xtmk
学坏	xthk
学妹	xtmw
学学	xtxt
学完	xtwj
学年	xtnm
学府	xtfu
学徒	xttu
学成	xtig
学期	xtqi
学术	xtuu
学来	xtld
学校	xtxn
学法	xtfa
学派	xtpd
学潮	xtic
学点	xtdm
学生	xtug
学界	xtjp
学社	xtue
学科	xtke
学究	xtjq
学者	xtve
学艺	xtyi
学识	xtui
学说	xtuo
学费	xtfw
学车	xtie
学过	xtgo
学长	xtvh
学问	xtwf
学院	xtyr
学霸	xtba
学风	xtfg
学龄	xtlk
孩子	hdzi
孩提	hdti
孩童	hdts
孪生	lrug
孰能	uung
孱弱	ijro
孵化	fuhx
孽债	npvd
孽根	npgf
孽畜	npiu
孽种	npvs
孽障	npvh
宁可	nkke
宁夏	nkxx
宁愿	nkyr
宁波	nkbo
宁肯	nkkf
宁静	nkjk
宅女	vdnv
宅男	vdnj
宅第	vddi
宅门	vdmf
宅院	vdyr
宇宙	yuvz
宇航	yuhh
守住	uzvu
守候	uzhz
守则	uzze
守在	uzzd
守墓	uzmu
守寡	uzgx
守岁	uzsv
守恒	uzhg
守护	uzhu
守旧	uzjq
守望	uzwh
守着	uzve
守约	uzyt
守门	uzmf
安乐	anle
安保	anbc
安全	anqr
安分	anff
安卓	anvo
安坐	anzo
安培	anpw
安妥	anto
安宁	annk
安定	andk
安家	anjx
安寝	anqb
安居	anju
安度	andu
安康	ankh
安徽	anhv
安心	anxb
安息	anxi
安慰	anww
安抚	anfu
安拉	anla
安排	anpd
安插	ania
安放	anfh
安民	anmb
安泰	antd
安然	anrj
安生	anug
安眠	anmm
安睡	anuv
安神	anuf
安稳	anwf
安置	anvi
安能	anng
安葬	anzh
安装	anvl
安设	anue
安详	anxl
安逸	anyi
安闲	anxm
安静	anjk
安顿	andy
宋体	ssti
宋朝	ssic
宋词	ssci
完了	wjle
完事	wjui
完人	wjrf
完全	wjqr
完善	wjuj
完备	wjbw
完好	wjhc
完工	wjgs
完成	wjig
完整	wjvg
完毕	wjbi
完满	wjmj
完稿	wjgc
完结	wjjp
完美	wjmw
完蛋	wjdj
宏伟	hsww
宏大	hsda
宏观	hsgr
宏论	hsly
宗主	zsvu
宗庙	zsmn
宗教	zsjn
宗族	zszu
宗派	zspd
宗祠	zsci
宗谱	zspu
官人	grrf
官僚	grln
官兵	grbk
官司	grsi
官员	gryr
官场	grih
官宦	grhr
官居	grju
官差	grid
官府	grfu
官方	grfh
官样	gryh
官窑	gryc
官能	grng
官腔	grql
官话	grhx
官运	gryy
官迷	grmi
官邸	grdi
定下	dkxx
定义	dkyi
定于	dkyu
定亲	dkqb
定价	dkjx
定会	dkhv
定位	dkww
定做	dkzo
定制	dkvi
定名	dkmk
定向	dkxl
定员	dkyr
定型	dkxk
定居	dkju
定律	dklv
定心	dkxb
定情	dkqk
定时	dkui
定期	dkqi
定格	dkge
定案	dkan
定点	dkdm
定然	dkrj
定稿	dkgc
定编	dkbm
定能	dkng
定规	dkgv
定论	dkly
定调	dkdn
定都	dkdu
定量	dkll
定金	dkjb
定额	dkee
宛如	wjru
宛然	wjrj
宛若	wjro
宜宾	yibb
宝典	bcdm
宝刹	bcia
宝地	bcdi
宝塔	bcta
宝宝	bcbc
宝山	bcuj
宝库	bcku
宝座	bczo
宝物	bcwu
宝盖	bcgd
宝石	bcui
宝藏	bczh
宝贝	bcbw
宝贵	bcgv
宝马	bcma
宝鸡	bcji
实习	uixi
实体	uiti
实况	uikl
实则	uize
实力	uili
实在	uizd
实干	uigj
实弹	uidj
实录	uilu
实惠	uihv
实战	uivj
实施	uiui
实权	uiqr
实现	uixm
实盘	uipj
实行	uixk
实话	uihx
实说	uiuo
实质	uivi
实践	uijm
实际	uiji
实验	uiyj
宠儿	iser
宠坏	ishk
宠幸	isxk
宠爱	isai
宠物	iswu
审判	ufpj
审定	ufdk
审批	ufpi
审查	ufia
审核	ufhe
审理	ufli
审结	ufjp
审美	ufmw
审计	ufji
审议	ufyi
审讯	ufxy
审评	ufpk
审问	ufwf
审阅	ufyt
客串	keir
客人	kerf
客厅	ketk
客商	keuh
客场	keih
客套	ketc
客家	kejx
客户	kehu
客房	kefh
客栈	kevj
客气	keqi
客流	kelq
客源	keyr
客满	kemj
客票	kepn
客舱	kech
客观	kegr
客车	keie
客轮	kely
客运	keyy
客队	kedv
客饭	kefj
宣传	xrir
宣判	xrpj
宣告	xrgc
宣布	xrbu
宣扬	xryh
宣泄	xrxp
宣称	xrig
宣言	xryj
宣誓	xrui
宣读	xrdu
室内	uinw
室外	uiwd
室温	uiwf
宦官	hrgr
宪法	xmfa
宫女	gsnv
宫廷	gstk
宰割	zdge
宰杀	zdua
宰相	zdxl
害了	hdle
害人	hdrf
害处	hdiu
害怕	hdpa
害死	hdsi
害病	hdbk
害羞	hdxq
害臊	hdsc
害苦	hdku
害虫	hdis
宴会	yjhv
宵夜	xnye
宵禁	xnjb
家丑	jxiz
家业	jxye
家乡	jxxl
家产	jxij
家人	jxrf
家伙	jxho
家具	jxju
家养	jxyh
家务	jxwu
家园	jxyr
家境	jxjk
家奴	jxnu
家学	jxxt
家宅	jxvd
家家	jxjx
家属	jxuu
家常	jxih
家底	jxdi
家庭	jxtk
家当	jxdh
家政	jxvg
家教	jxjn
家族	jxzu
家父	jxfu
家用	jxys
家电	jxdm
家畜	jxiu
家眷	jxjr
家禽	jxqb
家私	jxsi
家规	jxgv
家训	jxxy
家谱	jxpu
家贫	jxpb
家贼	jxzw
家里	jxli
家长	jxvh
家门	jxmf
容器	rsqi
容忍	rsrf
容易	rsyi
容留	rslq
容积	rsji
容纳	rsna
容许	rsxu
容貌	rsmc
容身	rsuf
容量	rsll
容错	rsco
容颜	rsyj
宽了	krle
宽厚	krhz
宽大	krda
宽宏	krhs
宽容	krrs
宽屏	krpk
宽带	krdd
宽幅	krfu
宽广	krgl
宽度	krdu
宽心	krxb
宽怀	krhk
宽恕	kruu
宽慰	krww
宽敞	krih
宽松	krss
宽泛	krfj
宽窄	krvd
宽绰	krio
宽衣	kryi
宽裕	kryu
宽阔	krko
宽限	krxm
宾主	bbvu
宾利	bbli
宾客	bbke
宾朋	bbpg
宾语	bbyu
宾馆	bbgr
宿仇	suiz
宿命	sumk
宿舍	suue
宿营	suyk
寂寞	jimo
寂寥	jiln
寂静	jijk
寄存	jicy
寄托	jito
寄来	jild
寄生	jiug
寄给	jigw
密云	miyy
密令	milk
密保	mibc
密切	miqp
密告	migc
密封	mifg
密度	midu
密探	mitj
密林	milb
密码	mima
密谋	mimz
密集	miji
富含	fuhj
富国	fugo
富婆	fupo
富强	fuql
富态	futd
富有	fuyz
富翁	fuwg
富裕	fuyu
富贵	fugv
富足	fuzu
寒假	hjjx
寒光	hjgl
寒冬	hjds
寒冰	hjbk
寒冷	hjlg
寒带	hjdd
寒心	hjxb
寒暄	hjxr
寒气	hjqi
寒流	hjlq
寒潮	hjic
寒碜	hjif
寒窗	hjil
寒舍	hjue
寒苦	hjku
寒蝉	hjij
寒酸	hjsr
寒露	hjlu
寒颤	hjvj
寒风	hjfg
寓意	yuyi
寓所	yuso
寝室	qbui
察觉	iajt
寡人	gxrf
寡头	gxtz
寡妇	gxfu
寥落	lnlo
寸步	cybu
寸草	cycc
对了	dvle
对于	dvyu
对人	dvrf
对付	dvfu
对偶	dvou
对内	dvnw
对冲	dvis
对决	dvjt
对准	dvvy
对半	dvbj
对口	dvkz
对号	dvhc
对吗	dvma
对吧	dvba
对垒	dvlw
对外	dvwd
对头	dvtz
对子	dvzi
对家	dvjx
对局	dvju
对岸	dvan
对峙	dvvi
对应	dvyk
对开	dvkd
对弈	dvyi
对待	dvdd
对战	dvvj
对手	dvuz
对抗	dvkh
对接	dvjp
对敌	dvdi
对数	dvuu
对方	dvfh
对歌	dvge
对此	dvci
对比	dvbi
对流	dvlq
对焦	dvjn
对照	dvvc
对症	dvvg
对白	dvbd
对眼	dvyj
对着	dvve
对称	dvif
对立	dvli
对等	dvdg
对答	dvda
对策	dvce
对联	dvlm
对虾	dvxx
对视	dvui
对话	dvhx
对谁	dvuv
对谁	dvuw
对调	dvdn
对象	dvxl
对路	dvlu
对转	dvvr
对错	dvco
对门	dvmf
对阵	dvvf
对面	dvmm
对饮	dvyb
对齐	dvqi
寺庙	simn
寺院	siyr
寻亲	xyqb
寻人	xyrf
寻宝	xybc
寻常	xyih
寻思	xysi
寻找	xyvc
寻求	xyqq
寻租	xyzu
寻衅	xyxb
寻觅	xymi
寻访	xyfh
导体	dcti
导入	dcru
导向	dcxl
导引	dcyb
导弹	dcdj
导播	dcbo
导游	dcyz
导演	dcyj
导热	dcre
导管	dcgr
导线	dcxm
导致	dcvi
导航	dchh
导论	dcly
导读	dcdu
导购	dcgz
寿司	uzsi
寿命	uzmk
寿星	uzxk
寿诞	uzdj
寿辰	uzif
封住	fgvu
封停	fgtk
封印	fgyb
封口	fgkz
封号	fghc
封存	fgcy
封底	fgdi
封建	fgjm
封杀	fgua
封条	fgtn
封死	fgsi
封皮	fgpi
封盘	fgpj
封神	fguf
封禁	fgjb
封装	fgvl
封锁	fgso
封闭	fgbi
封面	fgmm
封顶	fgdk
射中	uevs
射出	ueiu
射手	ueuz
射杀	ueua
射死	uesi
射程	ueig
射箭	uejm
射精	uejk
射进	uejb
射门	uemf
射雕	uedn
将会	jlhv
将其	jlqi
将军	jljy
将在	jlzd
将来	jlld
将用	jlys
将要	jlyc
将近	jljb
将领	jllk
尊严	zyyj
尊为	zyww
尊卑	zybw
尊容	zyrs
尊崇	zyis
尊师	zyui
尊敬	zyjk
尊称	zyig
尊行	zyxk
尊贵	zygv
尊重	zyvs
尊长	zyvh
小丑	xniz
小人	xnrf
小众	xnvs
小便	xnbm
小偷	xntz
小儿	xner
小写	xnxp
小别	xnbp
小区	xnqu
小可	xnke
小吃	xnii
小品	xnpb
小型	xnxk
小城	xnig
小妞	xnnq
小妹	xnmw
小姐	xnjp
小姑	xngu
小子	xnzi
小学	xnxt
小孩	xnhd
小官	xngr
小家	xnjx
小寒	xnhj
小小	xnxn
小屋	xnwu
小山	xnuj
小巧	xnqn
小店	xndm
小康	xnkh
小弟	xndi
小心	xnxb
小指	xnvi
小本	xnbf
小村	xncy
小树	xnuu
小样	xnyh
小楷	xnkd
小气	xnqi
小河	xnhe
小满	xnmj
小火	xnho
小灶	xnzc
小炒	xnic
小片	xnpm
小狗	xngz
小猫	xnmc
小看	xnkj
小碗	xnwj
小站	xnvj
小篆	xnvr
小米	xnmi
小组	xnzu
小肠	xnih
小脚	xnjn
小腹	xnfu
小腿	xntv
小草	xncc
小菜	xncd
小说	xnuo
小调	xndn
小贩	xnfj
小路	xnlu
小车	xnie
小辈	xnbw
小道	xndc
小镇	xnvf
小队	xndv
小雨	xnyu
小额	xnee
小鬼	xngv
小鸟	xnnn
小麦	xnmd
少于	ucyu
少些	ucxp
少儿	ucer
少则	ucze
少吃	ucii
少壮	ucvl
少女	ucnv
少妇	ucfu
少将	ucjl
少帅	ucuk
少年	ucnm
少提	ucti
少数	ucuu
少时	ucui
少来	ucld
少林	uclb
少校	ucxn
少点	ucdm
少爷	ucye
少男	ucnj
少见	ucjm
少许	ucxu
少说	ucuo
少量	ucll
尖叫	jmjn
尖子	jmzi
尖锐	jmrv
尘世	ifui
尘俗	ifsu
尘土	iftu
尘埃	ifai
尘封	iffg
尘缘	ifyr
尚且	uhqp
尚在	uhzd
尚存	uhcy
尚待	uhdd
尚早	uhzc
尚未	uhww
尚能	uhng
尚需	uhxu
尝试	ihui
尝鲜	ihxm
尤为	yzww
尤其	yzqi
尧舜	ycuy
就不	jqbu
就业	jqye
就会	jqhv
就像	jqxl
就医	jqyi
就地	jqdi
就好	jqhc
就寝	jqqb
就座	jqzo
就手	jquz
就是	jqui
就此	jqci
就算	jqsr
就绪	jqxu
就能	jqng
就范	jqfj
就要	jqyc
就诊	jqvf
就读	jqdu
就近	jqjb
就餐	jqcj
尴尬	gjga
尺子	iizi
尺寸	iicy
尺度	iidu
尺码	iima
尼姑	nigu
尼康	nikh
尼龙	nils
尽力	jbli
尽可	jbke
尽在	jbzd
尽头	jbtz
尽心	jbxb
尽忠	jbvs
尽快	jbkk
尽情	jbqk
尽欢	jbhr
尽然	jbrj
尽管	jbgr
尽责	jbze
尽量	jbll
尾号	wwhc
尾巴	wwba
尾数	wwuu
尾款	wwkr
尾灯	wwdg
尾盘	wwpj
尾部	wwbu
尾随	wwsv
尿壶	nnhu
尿尿	nnnn
尿布	nnbu
尿床	nnil
尿急	nnji
尿意	nnyi
尿检	nnjm
尿液	nnye
尿糖	nnth
尿素	nnsu
尿道	nndc
尿酸	nnsr
尿频	nnpb
局促	jucu
局势	juui
局域	juyu
局外	juwd
局部	jubu
局长	juvh
局限	juxm
局面	jumm
屁用	piys
屁股	pigu
屁话	pihx
层叠	cgdp
层层	cgcg
层次	cgci
层级	cgji
层面	cgmm
层高	cggc
居中	juvs
居住	juvu
居前	juqm
居后	juhz
居多	judo
居家	jujx
居心	juxb
居所	juso
居民	jumb
居然	jurj
屈从	qucs
屈原	quyr
屈尊	quzy
屈就	qujq
屈居	quju
屈服	qufu
屈膝	quxi
屈辱	quru
屈驾	qujx
届满	jpmj
屋外	wuwd
屋檐	wuyj
屋顶	wudk
屏保	pkbc
屏幕	pkmu
屏息	bkxi
屏蔽	pkbi
屏障	pkvh
屏风	pkfg
展业	vjye
展会	vjhv
展出	vjiu
展区	vjqu
展厅	vjtk
展品	vjpb
展开	vjkd
展播	vjbo
展望	vjwh
展现	vjxm
展示	vjui
展翅	vjii
展览	vjlj
展销	vjxn
展露	vjlu
展馆	vjgr
属下	uuxx
属于	uuyu
属地	uudi
属性	uuxk
属相	uuxl
屠刀	tudc
屠城	tuig
屠夫	tufu
屠宰	tuzd
屠杀	tuua
屠龙	tuls
屡创	lvil
屡受	lvuz
屡屡	lvlv
屡次	lvci
屡犯	lvfj
屡遭	lvzc
履历	lvli
履带	lvdd
履约	lvyt
屯田	tytm
山上	ujuh
山下	ujxx
山丘	ujqq
山东	ujds
山中	ujvs
山冈	ujgh
山区	ujqu
山口	ujkz
山地	ujdi
山坡	ujpo
山坳	ujao
山城	ujig
山寨	ujvd
山岳	ujyt
山峦	ujlr
山峰	ujfg
山崖	ujya
山崩	ujbg
山川	ujir
山庄	ujvl
山景	ujjk
山村	ujcy
山林	ujlb
山楂	ujva
山歌	ujge
山民	ujmb
山水	ujuv
山沟	ujgz
山河	ujhe
山泉	ujqr
山洪	ujhs
山洼	ujwa
山火	ujho
山珍	ujvf
山神	ujuf
山窝	ujwo
山羊	ujyh
山脉	ujmd
山脚	ujjn
山腹	ujfu
山色	ujse
山茶	ujia
山西	ujxi
山谷	ujgu
山贼	ujzw
山路	ujlu
山道	ujdc
山里	ujli
山门	ujmf
山雀	ujqt
山顶	ujdk
山高	ujgc
岁岁	svsv
岁数	svuu
岁月	svyt
岁末	svmo
岂可	qike
岂敢	qigj
岂料	qiln
岂肯	qikf
岂能	qing
岔开	iakd
岔气	iaqi
岔路	ialu
岗亭	ghtk
岗位	ghww
岗哨	ghuc
岛上	dcuh
岛屿	dcyu
岩壁	yjbi
岩洞	yjds
岭南	lknj
岳庙	ytmn
岳母	ytmu
岳父	ytfu
岳阳	ytyh
岸上	anuh
岸边	anbm
岿然	kvrj
峡谷	xxgu
峨眉	eemw
峭壁	qnbi
峰会	fghv
崇尚	isuh
崇拜	isbd
崇敬	isjk
崇高	isgc
崎岖	qiqu
崔嵬	cvww
崛起	jtqi
崩坏	bghk
崩塌	bgta
崩溃	bgkv
崩盘	bgpj
崭新	vjxb
崽子	zdzi
嵌入	qmru
嵩山	ssuj
巅峰	dmfg
巍峨	wwee
川剧	irju
川菜	ircd
川藏	irzh
川贝	irbw
州官	vzgr
州长	vzvh
巡回	xyhv
巡展	xyvj
巡查	xyia
巡礼	xyli
巡航	xyhh
巡视	xyui
巡警	xyjk
巡逻	xylo
巢穴	icxt
工业	gsye
工人	gsrf
工会	gshv
工作	gszo
工具	gsju
工匠	gsjl
工厂	gsih
工商	gsuh
工地	gsdi
工夫	gsfu
工头	gstz
工序	gsxu
工期	gsqi
工本	gsbf
工程	gsig
工艺	gsyi
工薪	gsxb
工行	gshh
工装	gsvl
工贸	gsmc
工资	gszi
工钱	gsqm
工龄	gslk
左侧	zoce
左右	zoyz
左手	zouz
左眼	zoyj
左胸	zoxs
左脑	zonc
左脚	zojn
左腿	zotv
左转	zovr
左轮	zoly
左边	zobm
左键	zojm
左面	zomm
巧了	qnle
巧劲	qnjb
巧合	qnhe
巧妙	qnmn
巧言	qnyj
巧遇	qnyu
巨人	jurf
巨变	jubm
巨大	juda
巨款	jukr
巨浪	julh
巨蟹	juxp
巨贾	jugu
巨额	juee
巨龙	juls
巩固	gsgu
巫婆	wupo
巫山	wuuj
差了	iale
差事	idui
差些	iaxp
差人	idrf
差价	iajx
差别	iabp
差劲	iajb
差异	iayi
差旅	idlv
差池	iaii
差点	iadm
差等	iadg
差评	iapk
差距	iaju
差错	iaco
差额	iaee
已婚	yihy
已故	yigu
已有	yiyz
已经	yijk
已非	yifw
巴掌	bavh
巴林	balb
巴结	bajp
巴蜀	bauu
巴西	baxi
巴豆	badz
巴黎	bali
巷战	xlvj
巾帼	jbgo
市场	uiih
市容	uirs
市尺	uiii
市政	uivg
市民	uimb
市长	uivh
布匹	bupi
布局	buju
布控	buks
布景	bujk
布置	buvi
帅印	ukyb
帅哥	ukge
帅才	ukcd
帅气	ukqi
帆布	fjbu
帆船	fjir
师傅	uifu
师兄	uixs
师妹	uimw
师娘	uinl
师弟	uidi
师承	uiig
师母	uimu
师父	uifu
师生	uiug
师范	uifj
师长	uivh
希望	xiwh
希腊	xila
帐篷	vhpg
帕劳	palc
帖子	tpzi
帝国	digo
帝王	diwh
帝皇	dihl
带上	dduh
带个	ddge
带了	ddle
带出	ddiu
带到	dddc
带动	ddds
带去	ddqu
带回	ddhv
带头	ddtz
带有	ddyz
带来	ddld
带枪	ddql
带点	dddm
带病	ddbk
带着	ddve
带给	ddgw
带薪	ddxb
带血	ddxt
带走	ddzz
带路	ddlu
带钱	ddqm
带队	dddv
带领	ddlk
席卷	xijr
席间	xijm
帮了	bhle
帮人	bhrf
帮会	bhhv
帮凶	bhxs
帮助	bhvu
帮工	bhgs
帮帮	bhbh
帮忙	bhmh
帮手	bhuz
帮派	bhpd
帮着	bhve
帮腔	bhql
帮衬	bhif
帮规	bhgv
帷幕	wwmu
常人	ihrf
常务	ihwu
常去	ihqu
常备	ihbw
常客	ihke
常常	ihih
常年	ihnm
常德	ihde
常态	ihtd
常来	ihld
常温	ihwf
常熟	ihuu
常犯	ihfj
常用	ihys
常见	ihjm
常规	ihgv
常言	ihyj
常设	ihue
常识	ihui
常说	ihuo
常驻	ihvu
帽子	mczi
帽徽	mchv
幅度	fudu
幌子	hlzi
幕后	muhz
幕布	mubu
干了	gjle
干事	gjui
干冷	gjlg
干净	gjjk
干呕	gjou
干咳	gjke
干啥	gjua
干嘛	gjma
干好	gjhc
干娘	gjnl
干完	gjwj
干戈	gjge
干扰	gjrc
干掉	gjdn
干旱	gjhj
干杯	gjbw
干枯	gjku
干架	gjjx
干柴	gjid
干校	gjxn
干洗	gjxi
干活	gjho
干流	gjlq
干涉	gjue
干涩	gjse
干涸	gjhe
干燥	gjzc
干爹	gjdp
干爽	gjul
干瘪	gjbp
干粮	gjll
干线	gjxm
干练	gjlm
干股	gjgu
干脆	gjcv
干过	gjgo
干部	gjbu
干预	gjyu
干饭	gjfj
平仄	pkze
平仓	pkch
平凡	pkfj
平卧	pkwo
平原	pkyr
平台	pktd
平和	pkhe
平地	pkdi
平均	pkjy
平坦	pktj
平壤	pkrh
平复	pkfu
平头	pktz
平安	pkan
平常	pkih
平庸	pkys
平开	pkkd
平息	pkxi
平手	pkuz
平方	pkfh
平日	pkri
平时	pkui
平板	pkbj
平民	pkmb
平淡	pkdj
平添	pktm
平滑	pkhx
平生	pkug
平直	pkvi
平稳	pkwf
平等	pkdg
平米	pkmi
平素	pksu
平缓	pkhr
平行	pkxk
平衡	pkhg
平角	pkjn
平躺	pkth
平辈	pkbw
平铺	pkpu
平静	pkjk
平面	pkmm
平顺	pkuy
年产	nmij
年仅	nmjb
年代	nmdd
年份	nmff
年会	nmhv
年假	nmjx
年兄	nmxs
年关	nmgr
年内	nmnw
年初	nmiu
年利	nmli
年前	nmqm
年华	nmhx
年号	nmhc
年后	nmhz
年均	nmjy
年审	nmuf
年少	nmuc
年年	nmnm
年幼	nmyz
年底	nmdi
年度	nmdu
年息	nmxi
年报	nmbc
年月	nmyt
年期	nmqi
年末	nmmo
年检	nmjm
年满	nmmj
年糕	nmgc
年纪	nmji
年终	nmvs
年老	nmlc
年薪	nmxb
年表	nmbn
年谱	nmpu
年货	nmho
年费	nmfw
年轮	nmly
年轻	nmqk
年迈	nmmd
年长	nmvh
年限	nmxm
年龄	nmlk
并不	bkbu
并且	bkqp
并举	bkju
并于	bkyu
并入	bkru
并击	bkji
并列	bklp
并口	bkkz
并可	bkke
并在	bkzd
并存	bkcy
并将	bkjl
并就	bkjq
并排	bkpd
并无	bkwu
并有	bkyz
并未	bkww
并没	bkmw
并用	bkys
并联	bklm
并肩	bkjm
并行	bkxk
并购	bkgz
并进	bkjb
并非	bkfw
幸亏	xkkv
幸免	xkmm
幸存	xkcy
幸得	xkde
幸福	xkfu
幸而	xker
幸运	xkyy
幺儿	ycer
幻化	hrhx
幻听	hrtk
幻想	hrxl
幻术	hruu
幻灭	hrmp
幻灯	hrdg
幻觉	hrjt
幼体	yzti
幼儿	yzer
幼女	yznv
幼年	yznm
幼稚	yzvi
幼童	yzts
幼苗	yzmn
幼虫	yzis
幽暗	yzan
幽灵	yzlk
幽谷	yzgu
幽静	yzjk
幽魂	yzhy
幽默	yzmo
广东	glds
广为	glww
广义	glyi
广告	glgc
广场	glih
广大	glda
广岛	gldc
广州	glvz
广度	gldu
广播	glbo
广泛	glfj
广深	gluf
广漠	glmo
广袤	glmc
广西	glxi
广阔	glko
庄严	vlyj
庄主	vlvu
庄子	vlzi
庄家	vljx
庄股	vlgu
庄重	vlvs
庆祝	qkvu
庆贺	qkhe
庇护	bihu
床位	ilww
床单	ildj
床垫	ildm
床头	iltz
床榻	ilta
床沿	ilyj
床罩	ilvc
床脚	iljn
床边	ilbm
床铺	ilpu
序列	xulp
序号	xuhc
序幕	xumu
序文	xuwf
序曲	xuqu
序言	xuyj
庐山	luuj
库克	kuke
库存	kucy
库房	kufh
应为	ykww
应付	ykfu
应变	ykbm
应声	ykug
应对	ykdv
应当	ykdh
应征	ykvg
应急	ykji
应收	ykuz
应景	ykjk
应用	ykys
应由	ykyz
应税	ykuv
应答	ykda
应纳	ykna
应考	ykkc
应聘	ykpb
应该	ykgd
应诺	ykno
应邀	ykyc
应酬	ykiz
应验	ykyj
底层	dicg
底座	dizo
底数	diuu
底气	diqi
底片	dipm
底牌	dipd
底稿	digc
底线	dixm
底细	dixi
底色	dise
底蕴	diyy
底薪	dixb
店主	dmvu
店铺	dmpu
店门	dmmf
店面	dmmm
庙堂	mnth
庞大	phda
庞杂	phza
废人	fwrf
废品	fwpb
废墟	fwxu
废弃	fwqi
废掉	fwdn
废旧	fwjq
废水	fwuv
废渣	fwva
废物	fwwu
废票	fwpn
废纸	fwvi
废词	fwci
废话	fwhx
废铁	fwtp
废除	fwiu
度假	dujx
度日	duri
度过	dugo
座机	zoji
座椅	zoyi
座舱	zoch
座谈	zotj
庭上	tkuh
康乐	khle
康佳	khjx
康复	khfu
康定	khdk
康熙	khxi
庸俗	yssu
庸才	yscd
庸碌	yslu
廉价	lmjx
廉政	lmvg
廉耻	lmii
廉颇	lmpo
廊坊	lhfh
延伸	yjuf
延安	yjan
延展	yjvj
延期	yjqi
延续	yjxu
延缓	yjhr
延误	yjwu
延迟	yjii
延长	yjih
建仓	jmch
建党	jmdh
建军	jmjy
建厂	jmih
建房	jmfh
建材	jmcd
建立	jmli
建筑	jmvu
建行	jmhh
建议	jmyi
建设	jmue
建造	jmzc
开业	kdye
开了	kdle
开仓	kdch
开价	kdjx
开会	kdhv
开关	kdgr
开出	kdiu
开凿	kdzc
开创	kdil
开办	kdbj
开动	kdds
开卷	kdjr
开去	kdqu
开发	kdfa
开口	kdkz
开启	kdqi
开场	kdih
开垦	kdkf
开外	kdwd
开头	kdtz
开奖	kdjl
开始	kdui
开学	kdxt
开导	kddc
开封	kdfg
开局	kdju
开展	kdvj
开山	kduj
开工	kdgs
开帖	kdtp
开幕	kdmu
开店	kddm
开庭	kdtk
开开	kdkd
开张	kdvh
开往	kdwh
开心	kdxb
开怀	kdhk
开恩	kden
开悟	kdwu
开战	kdvj
开户	kdhu
开拍	kdpd
