---config@码表分类=主码-7
---config@允许编辑=是
---config@码表别名=系统唐诗
渭川田家	wwirtmjxdb#序52000
问姓惊初见	wfxkjkiujmmu#序52000
称名忆旧容	igmkyijqrshb#序52000
别来沧海事	bpldchhduida#序52000
别来沧海事	bpldchhduidh#序52000
语罢暮天钟	yubamutmvsyj#序52000
明日巴陵道	mkribalkdcoz#序52000
明日巴陵道	mkribalkdcrz#序52000
秋山又几重	qqujyzjivshp#序52000
故人江海别	gurfjlhdbpwd#序52000
几度隔山川	jidugeujirpp#序52000
乍见翻疑梦	vajmfjyimgpm#序52000
乍见翻疑梦	vajmfjyimgpx#序52000
乍见翻疑梦	vajmfjyimgrm#序52000
乍见翻疑梦	vajmfjyimgrx#序52000
相悲各问年	xlbwgewfnmmp#序52000
相悲各问年	xlbwgewfnmmr#序52000
孤灯寒照雨	gudghjvcyuza#序52000
孤灯寒照雨	gudghjvcyuzh#序52000
深竹暗浮烟	ufvuanfuyjdh#序52000
更有明朝恨	ggyzmkichfax#序52000
更有明朝恨	ggyzmkichfhx#序52000
离杯惜共传	libwxigsirdr#序52000
离杯惜共传	libwxigsirwr#序52000
静夜四无邻	jkyesiwulbqe#序52000
荒居旧业贫	hljujqyepbcb#序52000
雨中黄叶树	yuvshlyeuuam#序52000
雨中黄叶树	yuvshlyeuuhm#序52000
灯下白头人	dgxxbdtzrfhp#序52000
以我独沉久	yiwoduifjqrd#序52000
以我独沉久	yiwoduifjqrp#序52000
愧君相见频	kvjyxljmpbxy#序52000
平生自有分	pkugziyzffab#序52000
平生自有分	pkugziyzffad#序52000
平生自有分	pkugziyzffgb#序52000
平生自有分	pkugziyzffgd#序52000
平生自有分	pkugziyzffhb#序52000
平生自有分	pkugziyzffhd#序52000
况是霍家亲	kluihojxqbdl#序52000
世乱同南去	uilrtsnjquat#序52000
世乱同南去	uilrtsnjquct#序52000
世乱同南去	uilrtsnjquht#序52000
时清独北还	uiqkdubwhdoz#序52000
时清独北还	uiqkdubwhdrz#序52000
他乡生白发	taxlugbdfara#序52000
他乡生白发	taxlugbdfarf#序52000
他乡生白发	taxlugbdfarv#序52000
他乡生白发	taxlugbdfary#序52000
旧国见青山	jqgojmqkujaa#序52000
旧国见青山	jqgojmqkujau#序52000
旧国见青山	jqgojmqkujua#序52000
旧国见青山	jqgojmqkujuu#序52000
晓月过残垒	xnytgocjlwos#序52000
晓月过残垒	xnytgocjlwot#序52000
晓月过残垒	xnytgocjlwrs#序52000
晓月过残垒	xnytgocjlwrt#序52000
繁星宿故关	fjxksugugrsb#序52000
繁星宿故关	fjxksugugrsq#序52000
寒禽与衰草	hjqbyuukccbc#序52000
处处伴愁颜	iuiubjizyjwy#序52000
天地英雄气	tmdiykxsqiap#序52000
天地英雄气	tmdiykxsqiar#序52000
天地英雄气	tmdiykxsqihp#序52000
天地英雄气	tmdiykxsqihr#序52000
千秋尚凛然	qmqquhlbrjpd#序52000
千秋尚凛然	qmqquhlbrjph#序52000
势分三足鼎	uiffsjzudklm#序52000
势分三足鼎	uiffsjzudklo#序52000
业复五铢钱	yefuwuvuqmaj#序52000
业复五铢钱	yefuwuvuqmuj#序52000
得相能开国	dexlngkdgork#序52000
得相能开国	dexlngkdgoxk#序52000
生儿不象贤	ugerbuxlxmnb#序52000
凄凉蜀故妓	qilluugujidn#序52000
来舞魏宫前	ldwuwwgsqmab#序52000
来舞魏宫前	ldwuwwgsqmaq#序52000
来舞魏宫前	ldwuwwgsqmhb#序52000
来舞魏宫前	ldwuwwgsqmhq#序52000
来舞魏宫前	ldwuwwgsqmwb#序52000
来舞魏宫前	ldwuwwgsqmwq#序52000
前年戌月支	qmnmxuytvibu#序52000
前年戌月支	qmnmxuytviqu#序52000
城下没全师	igxxmwqruita#序52000
城下没全师	igxxmwqruitd#序52000
城下没全师	igxxmwqruitu#序52000
蕃汉断消息	fjhjdrxnxicx#序52000
蕃汉断消息	fjhjdrxnxicz#序52000
死生长别离	siugvhbplidd#序52000
死生长别离	siugvhbplidw#序52000
无人收废帐	wurfuzfwvhaj#序52000
无人收废帐	wurfuzfwvhej#序52000
无人收废帐	wurfuzfwvhhj#序52000
归马识残旗	gvmauicjqiaf#序52000
归马识残旗	gvmauicjqidf#序52000
归马识残旗	gvmauicjqiuf#序52000
欲祭疑君在	yujiyijyzdgt#序52000
欲祭疑君在	yujiyijyzdgu#序52000
欲祭疑君在	yujiyijyzdqt#序52000
欲祭疑君在	yujiyijyzdqu#序52000
天涯哭此时	tmyakuciuiao#序52000
天涯哭此时	tmyakuciuiar#序52000
天涯哭此时	tmyakuciuiho#序52000
天涯哭此时	tmyakuciuihr#序52000
离离原上草	liliyruhccdc#序52000
离离原上草	liliyruhccwc#序52000
一岁一枯荣	yisvyikursac#序52000
一岁一枯荣	yisvyikursam#序52000
一岁一枯荣	yisvyikurshc#序52000
一岁一枯荣	yisvyikurshm#序52000
旅馆无良伴	lvgrwullbjfr#序52000
凝情自悄然	nkqkziqnrjdd#序52000
凝情自悄然	nkqkziqnrjdh#序52000
寒灯思旧事	hjdgsijquiba#序52000
寒灯思旧事	hjdgsijquibh#序52000
断雁警愁眠	dryjjkizmmjm#序52000
断雁警愁眠	dryjjkizmmjo#序52000
远梦归侵晓	yrmggvqbxnzo#序52000
远梦归侵晓	yrmggvqbxnzr#序52000
家书到隔年	jxuudcgenmbp#序52000
家书到隔年	jxuudcgenmbr#序52000
沧江好烟月	chjlhcyjytdo#序52000
沧江好烟月	chjlhcyjytdy#序52000
沧江好烟月	chjlhcyjytdp#序52000
门系钓鱼船	mfxidnyuirdv#序52000
红叶晚萧萧	hsyewjxnxnsc#序52000
长亭酒一瓢	ihtkjqyipnpg#序52000
残云归太华	cjyygvtdhxdu#序52000
疏雨过中条	uuyugovstnaw#序52000
疏雨过中条	uuyugovstnpw#序52000
疏雨过中条	uuyugovstnvw#序52000
树色随关迥	uusesvgrjsmz#序52000
河声入海遥	heugruhdycdz#序52000
帝乡明日到	dixlmkridcdd#序52000
帝乡明日到	dixlmkridcjd#序52000
帝乡明日到	dixlmkridcld#序52000
帝乡明日到	dixlmkridcwd#序52000
犹自梦渔樵	yzzimgyuqnqm#序52000
遥夜泛清瑟	ycyefjqksezw#序52000
西风生翠萝	xifgugcvloac#序52000
西风生翠萝	xifgugcvlohc#序52000
残萤栖玉露	cjykqiyuludy#序52000
早雁拂金河	zcyjfujbheod#序52000
早雁拂金河	zcyjfujbherd#序52000
高树晓还密	gcuuxnhdmidb#序52000
高树晓还密	gcuuxnhdmidu#序52000
高树晓还密	gcuuxnhdmiwb#序52000
高树晓还密	gcuuxnhdmiwu#序52000
远山晴更多	yrujqkggdozx#序52000
淮南一叶下	hknjyiyexxda#序52000
淮南一叶下	hknjyiyexxdh#序52000
自觉洞庭波	zijtdstkbopd#序52000
本以高难饱	bfyigcnjbcau#序52000
本以高难饱	bfyigcnjbchu#序52000
本以高难饱	bfyigcnjbcmu#序52000
徒劳恨费声	tulchffwugru#序52000
徒劳恨费声	tulchffwugxu#序52000
五更疏欲断	wugguuyudraj#序52000
五更疏欲断	wugguuyudrhj#序52000
一树碧无情	yiuubiwuqkax#序52000
一树碧无情	yiuubiwuqkhx#序52000
薄宦梗犹泛	bchrggyzfjcd#序52000
故园芜已平	guyrwuyipkwa#序52000
故园芜已平	guyrwuyipkwg#序52000
故园芜已平	guyrwuyipkwh#序52000
烦君最相警	fjjyzvxljkhy#序52000
我亦举家清	woyijujxqkpd#序52000
凄凉宝剑篇	qillbcjmpmdv#序52000
羁泊欲穷年	jipoyuqsnmsp#序52000
羁泊欲穷年	jipoyuqsnmsr#序52000
黄叶仍风雨	hlyergfgyuaa#序52000
黄叶仍风雨	hlyergfgyuah#序52000
黄叶仍风雨	hlyergfgyuca#序52000
黄叶仍风雨	hlyergfgyuch#序52000
黄叶仍风雨	hlyergfgyuha#序52000
黄叶仍风雨	hlyergfgyuhh#序52000
青楼自管弦	qklzzigrxmfg#序52000
青楼自管弦	qklzzigrxmog#序52000
青楼自管弦	qklzzigrxmyg#序52000
新知遭薄俗	xbvizcbcsujr#序52000
旧好隔良缘	jqhcgellyras#序52000
旧好隔良缘	jqhcgellyrus#序52000
心断新丰酒	xbdrxbfgjqdd#序52000
销愁又几千	xnizyzjiqmjp#序52000
高阁客竟去	gcgekejkqudt#序52000
高阁客竟去	gcgekejkquwt#序52000
小园花乱飞	xnyrhxlrfway#序52000
小园花乱飞	xnyrhxlrfwuy#序52000
参差连曲陌	cfcilmqumose#序52000
迢递送斜晖	tndissxphvzo#序52000
迢递送斜晖	tndissxphvzr#序52000
肠断未忍扫	ihdrwwrfscof#序52000
肠断未忍扫	ihdrwwrfscot#序52000
肠断未忍扫	ihdrwwrfscyf#序52000
肠断未忍扫	ihdrwwrfscyt#序52000
眼穿仍欲归	yjirrgyugvma#序52000
眼穿仍欲归	yjirrgyugvmd#序52000
眼穿仍欲归	yjirrgyugvmu#序52000
眼穿仍欲归	yjirrgyugvoa#序52000
眼穿仍欲归	yjirrgyugvod#序52000
眼穿仍欲归	yjirrgyugvou#序52000
芳心向春尽	fhxbxliyjbci#序52000
所得是沾衣	sodeuivjyihd#序52000
所得是沾衣	sodeuivjyijd#序52000
客去波平槛	kequbopkkjbm#序52000
蝉休露满枝	ijxqlumjviim#序52000
永怀当此节	yshkdhcijpdc#序52000
倚立自移时	yiliziyiuiro#序52000
倚立自移时	yiliziyiuirr#序52000
北斗兼春远	bwdzjmiyyraz#序52000
北斗兼春远	bwdzjmiyyrbz#序52000
北斗兼春远	bwdzjmiyyrhz#序52000
南陵寓使迟	njlkyuuiiiuz#序52000
天涯占梦数	tmyavjmguuaw#序52000
天涯占梦数	tmyavjmguuhw#序52000
疑误有新知	yiwuyzxbvibk#序52000
疑误有新知	yiwuyzxbvibu#序52000
残阳西入崦	cjyhxiruyjdu#序52000
茅屋访孤僧	mcwufhgusgcr#序52000
落叶人何在	loyerfhezdct#序52000
落叶人何在	loyerfhezdcu#序52000
寒云路几层	hjyylujicgbu#序52000
独敲初夜磬	duqniuyeqkqu#序52000
闲倚一枝藤	xmyiyivitgmc#序52000
世界微尘里	uijpwwifliaa#序52000
世界微尘里	uijpwwifliat#序52000
世界微尘里	uijpwwifliau#序52000
世界微尘里	uijpwwiflica#序52000
世界微尘里	uijpwwiflict#序52000
世界微尘里	uijpwwiflicu#序52000
世界微尘里	uijpwwifliha#序52000
世界微尘里	uijpwwifliht#序52000
世界微尘里	uijpwwiflihu#序52000
吾宁爱与憎	wunkaiyuzgkx#序52000
吾宁爱与憎	wunkaiyuzgwx#序52000
荒戌落黄叶	hlxulohlyeck#序52000
浩然离故关	hcrjligugrdb#序52000
浩然离故关	hcrjligugrdq#序52000
高风汉阳渡	gcfghjyhdudd#序52000
高风汉阳渡	gcfghjyhduwd#序52000
初日郢门山	iuriykmfujya#序52000
初日郢门山	iuriykmfujyu#序52000
江上几人在	jluhjirfzddt#序52000
江上几人在	jluhjirfzddu#序52000
天涯孤棹还	tmyaguvchdaz#序52000
天涯孤棹还	tmyaguvchdhz#序52000
何当重相见	hedhvsxljmra#序52000
何当重相见	hedhvsxljmre#序52000
何当重相见	hedhvsxljmrk#序52000
何当重相见	hedhvsxljmru#序52000
樽酒慰离颜	zyjqwwliyjmy#序52000
灞原风雨定	bayrfgyudkdb#序52000
晚见雁行频	wjjmyjhhpboy#序52000
晚见雁行频	wjjmyjhhpbry#序52000
落叶他乡树	loyetaxluucm#序52000
寒灯独夜人	hjdgduyerfbp#序52000
空园白露滴	ksyrbdludibd#序52000
空园白露滴	ksyrbdludixd#序52000
孤壁野僧邻	gubiyesglbze#序52000
寄卧郊扉久	jiwojnfwjqbd#序52000
寄卧郊扉久	jiwojnfwjqbp#序52000
何年致此身	henmviciufrp#序52000
露气寒光集	luqihjgljiym#序52000
露气寒光集	luqihjgljiyv#序52000
微阳下楚丘	wwyhxxiuqqrj#序52000
微阳下楚丘	wwyhxxiuqqrp#序52000
微阳下楚丘	wwyhxxiuqqxj#序52000
微阳下楚丘	wwyhxxiuqqxp#序52000
猿啼洞庭树	yrtidstkuuqm#序52000
人在木兰舟	rfzdmuljvzpp#序52000
广泽生明月	glzeugmkytdo#序52000
广泽生明月	glzeugmkytdy#序52000
广泽生明月	glzeugmkytdp#序52000
苍山夹乱流	chujjxlrlqcd#序52000
云中君不见	yyvsjybujmea#序52000
云中君不见	yyvsjybujmee#序52000
云中君不见	yyvsjybujmek#序52000
云中君不见	yyvsjybujmeu#序52000
云中君不见	yyvsjybujmsa#序52000
云中君不见	yyvsjybujmse#序52000
云中君不见	yyvsjybujmsk#序52000
云中君不见	yyvsjybujmsu#序52000
竟夕自悲秋	jkxizibwqqlh#序52000
调角断清秋	dnjndrqkqqyh#序52000
征人倚戌楼	vgrfyixulzrm#序52000
征人倚戌楼	vgrfyixulzxm#序52000
春风对青冢	iyfgdvqkvsfb#序52000
春风对青冢	iyfgdvqkvsob#序52000
春风对青冢	iyfgdvqkvsrb#序52000
白日落梁州	bdrilollvzpd#序52000
白日落梁州	bdrilollvzpi#序52000
大漠无兵阻	damowubkzuae#序52000
大漠无兵阻	damowubkzuhe#序52000
穷边有客游	qsbmyzkeyzbd#序52000
穷边有客游	qsbmyzkeyzxd#序52000
蕃情似此水	fjqkuiciuvcu#序52000
蕃情似此水	fjqkuiciuvca#序52000
长愿向南流	vhyrxlnjlqpd#序52000
迢递三巴路	tndisjbaluzz#序52000
羁危万里身	jiwwwjliufsp#序52000
乱山残雪夜	lrujcjxtyeud#序52000
乱山残雪夜	lrujcjxtyeuw#序52000
孤烛异乡人	guvuyixlrfzp#序52000
渐与骨肉远	jmyugurzyrdz#序52000
转于僮仆亲	vryutspuqbil#序52000
那堪正漂泊	nakjvgpnboed#序52000
明日岁华新	mkrisvhxxboj#序52000
明日岁华新	mkrisvhxxbrj#序52000
几行归塞尽	jixkgvsdjbpi#序52000
念尔独何之	nmerduhevixd#序52000
暮雨相呼失	muyuxlhuuicp#序52000
暮雨相呼失	muyuxlhuuiop#序52000
暮雨相呼失	muyuxlhuuirp#序52000
寒塘欲下迟	hjthyuxxiibz#序52000
渚云低暗度	vuyydiandudg#序52000
关月冷相随	grytlgxlsvbe#序52000
关月冷相随	grytlgxlsvqe#序52000
未必逢矰缴	wwbifgzgjnas#序52000
未必逢矰缴	wwbifgzgjnes#序52000
未必逢矰缴	wwbifgzgjnhs#序52000
孤飞自可疑	gufwzikeyizb#序52000
早被婵娟误	zcbwijjrwuoy#序52000
早被婵娟误	zcbwijjrwury#序52000
欲归临镜慵	yugvlbjkysgx#序52000
欲归临镜慵	yugvlbjkysqx#序52000
承恩不在貌	igenbuzdmcav#序52000
承恩不在貌	igenbuzdmcvv#序52000
教妾若为容	jnqprowwrswb#序52000
风暖鸟声碎	fgnrnnugsvju#序52000
日高花影重	rigchxykvsop#序52000
日高花影重	rigchxykvsrp#序52000
日高花影重	rigchxykvsap#序52000
日高花影重	rigchxykvsup#序52000
年年越溪女	nmnmytxinvpa#序52000
年年越溪女	nmnmytxinvpv#序52000
年年越溪女	nmnmytxinvra#序52000
年年越溪女	nmnmytxinvrv#序52000
相忆采芙蓉	xlyicdfursmc#序52000
清瑟怨遥夜	qkseyrycyedd#序52000
清瑟怨遥夜	qkseyrycyedw#序52000
绕弦风雨哀	rcxmfgyuaisd#序52000
绕弦风雨哀	rcxmfgyuaisw#序52000
绕弦风雨哀	rcxmfgyuaisy#序52000
孤灯闻楚角	gudgwfiujnzd#序52000
残月下章台	cjytxxvhtdds#序52000
芳草已云暮	fhccyiyymucc#序52000
芳草已云暮	fhccyiyymuco#序52000
芳草已云暮	fhccyiyymucr#序52000
故人殊未来	gurfuuwwldwa#序52000
故人殊未来	gurfuuwwldwh#序52000
故人殊未来	gurfuuwwldww#序52000
乡书不可寄	xluubukejiab#序52000
乡书不可寄	xluubukejivb#序52000
秋雁又南回	qqyjyznjhvhk#序52000
移家虽带郭	yijxsvddgohe#序52000
野径入桑麻	yejkrushmalg#序52000
野径入桑麻	yejkrushmayg#序52000
近种篱边菊	jbvslibmjuzc#序52000
秋来未著花	qqldwwvuhxhc#序52000
扣门无犬吠	kzmfwuqrfwfk#序52000
扣门无犬吠	kzmfwuqrfwtk#序52000
欲去问西家	yuquwfxijxgb#序52000
欲去问西家	yuquwfxijxqb#序52000
报道山中去	bcdcujvsquft#序52000
报道山中去	bcdcujvsqutt#序52000
归来每日斜	gvldmwrixpad#序52000
归来每日斜	gvldmwrixpdd#序52000
归来每日斜	gvldmwrixpud#序52000
送魏万之京	sswwwjvijkzd#序52000
送魏万之京	sswwwjvijkzw#序52000
寄李儋元锡	jilidjyrxibj#序52000
同题仙游观	tstixmyzgrkj#序52000
同题仙游观	tstixmyzgrky#序52000
空山不见人	ksujbujmrfbp#序52000
空山不见人	ksujbujmrfxp#序52000
返影入深林	fjykruuflbzm#序52000
复照青苔上	fuvcqktduhpa#序52000
复照青苔上	fuvcqktduhpb#序52000
复照青苔上	fuvcqktduhpu#序52000
复照青苔上	fuvcqktduhra#序52000
复照青苔上	fuvcqktduhrb#序52000
复照青苔上	fuvcqktduhru#序52000
复照青苔上	fuvcqktduhwa#序52000
复照青苔上	fuvcqktduhwb#序52000
复照青苔上	fuvcqktduhwu#序52000
深林人不知	uflbrfbuvidk#序52000
深林人不知	uflbrfbuvidu#序52000
山中相送罢	ujvsxlssbaas#序52000
山中相送罢	ujvsxlssbaus#序52000
日暮掩柴扉	rimuyjidfwoh#序52000
日暮掩柴扉	rimuyjidfwrh#序52000
日暮掩柴扉	rimuyjidfwah#序52000
日暮掩柴扉	rimuyjidfwuh#序52000
春草年年绿	iyccnmnmlvfs#序52000
春草年年绿	iyccnmnmlvos#序52000
春草年年绿	iyccnmnmlvrs#序52000
王孙归不归	whsygvbugvaa#序52000
王孙归不归	whsygvbugvad#序52000
王孙归不归	whsygvbugvau#序52000
王孙归不归	whsygvbugvha#序52000
王孙归不归	whsygvbugvhd#序52000
王孙归不归	whsygvbugvhu#序52000
红豆生南国	hsdzugnjgosk#序52000
寒梅著花未	hjmwvuhxwwba#序52000
寒梅著花未	hjmwvuhxwwbe#序52000
寒梅著花未	hjmwvuhxwwbh#序52000
归山深浅去	gvujufqmquat#序52000
归山深浅去	gvujufqmqudt#序52000
归山深浅去	gvujufqmquut#序52000
须尽丘壑美	xujbqqhemwpd#序52000
须尽丘壑美	xujbqqhemwpy#序52000
须尽丘壑美	xujbqqhemwyd#序52000
须尽丘壑美	xujbqqhemwyy#序52000
莫学武陵人	moxtwulkrfcp#序52000
暂游桃源里	zjyztcyrlioa#序52000
暂游桃源里	zjyztcyrliot#序52000
暂游桃源里	zjyztcyrliou#序52000
暂游桃源里	zjyztcyrlira#序52000
暂游桃源里	zjyztcyrlirt#序52000
暂游桃源里	zjyztcyrliru#序52000
终南望余雪	vsnjwhyuxtsy#序52000
终南阴岭秀	vsnjyblkxqsh#序52000
积雪浮云端	jixtfuyydrhl#序52000
林表明霁色	lbbnmkjisemd#序52000
城中增暮寒	igvszgmuhjtb#序52000
江清月近人	jlqkytjbrfdp#序52000
春眠不觉晓	iymmbujtxnfo#序52000
春眠不觉晓	iymmbujtxnfr#序52000
春眠不觉晓	iymmbujtxnoo#序52000
春眠不觉晓	iymmbujtxnor#序52000
春眠不觉晓	iymmbujtxnro#序52000
春眠不觉晓	iymmbujtxnrr#序52000
美人卷珠帘	mwrfjrvulmdb#序52000
美人卷珠帘	mwrfjrvulmdj#序52000
美人卷珠帘	mwrfjrvulmdx#序52000
美人卷珠帘	mwrfjrvulmyb#序52000
美人卷珠帘	mwrfjrvulmyj#序52000
美人卷珠帘	mwrfjrvulmyx#序52000
深坐蹙蛾眉	ufzocueemwdm#序52000
深坐蹙蛾眉	ufzocueemwdo#序52000
深坐蹙蛾眉	ufzocueemwdu#序52000
但见泪痕湿	djjmlwhfuird#序52000
不知心恨谁	buvixbhfuvay#序52000
不知心恨谁	buvixbhfuvhy#序52000
功盖三分国	gsgdsjffgogk#序52000
功盖三分国	gsgdsjffgolk#序52000
名成八阵图	mkigbavftuxk#序52000
江流石不转	jllquibuvrdi#序52000
遣恨失吞吴	qmhfuitywuzk#序52000
苍苍竹林寺	chchvulbsicc#序52000
苍苍竹林寺	chchvulbsict#序52000
杳杳钟声晚	ycycvsugwjmo#序52000
杳杳钟声晚	ycycvsugwjmr#序52000
荷笠带斜阳	heliddxpyhce#序52000
青山独归远	qkujdugvyrfz#序52000
青山独归远	qkujdugvyroz#序52000
青山独归远	qkujdugvyryz#序52000
泠泠七弦上	lklkqixmuhda#序52000
泠泠七弦上	lklkqixmuhdb#序52000
泠泠七弦上	lklkqixmuhdu#序52000
静听松风寒	jktkssfghjqb#序52000
古调虽自爱	gudnsvziaiuv#序52000
今人多不弹	jbrfdobudjrg#序52000
孤云将野鹤	guyyjlyehezn#序52000
岂向人间住	qixlrfjmvuur#序52000
莫买沃洲山	momdwovzujca#序52000
莫买沃洲山	momdwovzujcu#序52000
时人已知处	uirfyiviiuow#序52000
时人已知处	uirfyiviiurw#序52000
怀君属秋夜	hkjyuuqqyexd#序52000
怀君属秋夜	hkjyuuqqyexw#序52000
散步咏凉天	sjbuyslltmwa#序52000
散步咏凉天	sjbuyslltmwh#序52000
空山松子落	ksujsszilobc#序52000
空山松子落	ksujssziloxc#序52000
幽人应未眠	yzrfykwwmmum#序52000
幽人应未眠	yzrfykwwmmuo#序52000
鸣筝金粟柱	mkvgjbsuvukm#序52000
素手玉房前	suuzyufhqmfb#序52000
素手玉房前	suuzyufhqmfq#序52000
素手玉房前	suuzyufhqmsb#序52000
素手玉房前	suuzyufhqmsq#序52000
欲得周郎顾	yudevzlhgugy#序52000
欲得周郎顾	yudevzlhguqy#序52000
时时误拂弦	uiuiwufuxmog#序52000
时时误拂弦	uiuiwufuxmrg#序52000
三日入厨下	sjriruiuxxaa#序52000
三日入厨下	sjriruiuxxah#序52000
三日入厨下	sjriruiuxxha#序52000
三日入厨下	sjriruiuxxhh#序52000
洗手作羹汤	xiuzzoggthdd#序52000
未谙姑食性	wwanguuixkax#序52000
未谙姑食性	wwanguuixkex#序52000
未谙姑食性	wwanguuixkhx#序52000
先遣小姑尝	xmqmxnguihed#序52000
先遣小姑尝	xmqmxnguihex#序52000
先遣小姑尝	xmqmxnguihnd#序52000
先遣小姑尝	xmqmxnguihnx#序52000
昨夜裙带解	zoyeqyddjpoj#序52000
昨夜裙带解	zoyeqyddjprj#序52000
今朝蟢子飞	jbvcxizifwry#序52000
铅华不可弃	qmhxbukeqijc#序52000
铅华不可弃	qmhxbukeqijd#序52000
铅华不可弃	qmhxbukeqijw#序52000
莫是藁砧归	mouigcvfgvca#序52000
莫是藁砧归	mouigcvfgvcd#序52000
莫是藁砧归	mouigcvfgvcu#序52000
寥落古行宫	lnloguxkgsbb#序52000
宫花寂寞红	gshxjimohsbs#序52000
白头宫女在	bdtzgsnvzdpt#序52000
白头宫女在	bdtzgsnvzdpu#序52000
闲坐说玄宗	xmzouoxrzsmb#序52000
绿蚁新醅酒	lvyixbpwjqsd#序52000
红泥小火炉	hsnixnholush#序52000
晚来天欲雪	wjldtmyuxtoy#序52000
晚来天欲雪	wjldtmyuxtry#序52000
能饮一杯无	ngybyibwwusa#序52000
能饮一杯无	ngybyibwwuse#序52000
能饮一杯无	ngybyibwwush#序52000
故国三千里	gugosjqmliwa#序52000
故国三千里	gugosjqmliwt#序52000
故国三千里	gugosjqmliwu#序52000
深宫二十年	ufgseruinmdp#序52000
深宫二十年	ufgseruinmdr#序52000
一声何满子	yiughemjziaa#序52000
一声何满子	yiughemjziav#序52000
一声何满子	yiughemjziha#序52000
一声何满子	yiughemjzihv#序52000
双泪落君前	ullwlojyqmyb#序52000
双泪落君前	ullwlojyqmyq#序52000
向晚意不适	xlwjyibuuipz#序52000
只是近黄昏	viuijbhlhyko#序52000
只是近黄昏	viuijbhlhykr#序52000
寻隐者不遇	xyybvebuyucz#序52000
寻隐者不遇	xyybvebuyuxz#序52000
松下问童子	ssxxwftszima#序52000
松下问童子	ssxxwftszimv#序52000
只在此山中	vizdciujvska#序52000
只在此山中	vizdciujvskk#序52000
只在此山中	vizdciujvsku#序52000
云深不知处	yyufbuviiuew#序52000
云深不知处	yyufbuviiusw#序52000
岭外音书绝	lkwdybuujtus#序52000
经冬复立春	jkdsfuliiysf#序52000
经冬复立春	jkdsfuliiyso#序52000
经冬复立春	jkdsfuliiysr#序52000
不敢问来人	bugjwfldrfap#序52000
不敢问来人	bugjwfldrfhp#序52000
打起黄莺儿	daqihlykerfp#序52000
打起黄莺儿	daqihlykertp#序52000
莫教枝上啼	mojnviuhtick#序52000
啼时惊妾梦	tiuijkqpmgkm#序52000
啼时惊妾梦	tiuijkqpmgkx#序52000
不得到辽西	budedclnxiaa#序52000
不得到辽西	budedclnxiah#序52000
不得到辽西	budedclnxiha#序52000
不得到辽西	budedclnxihh#序52000
北斗七星高	bwdzqixkgcad#序52000
北斗七星高	bwdzqixkgcaw#序52000
北斗七星高	bwdzqixkgcbd#序52000
北斗七星高	bwdzqixkgcbw#序52000
北斗七星高	bwdzqixkgchd#序52000
北斗七星高	bwdzqixkgchw#序52000
哥舒夜带刀	geuuyedddcdg#序52000
哥舒夜带刀	geuuyedddcdp#序52000
哥舒夜带刀	geuuyedddckg#序52000
哥舒夜带刀	geuuyedddckp#序52000
